"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";150;12;3;1;133596;112,28;77;57,64
"LK Altötting";192;38;3;0;111210;172,65;120;107,9
"LK Amberg-Sulzbach";101;17;3;0;103109;97,95;57;55,28
"LK Ansbach";216;25;0;0;183949;117,42;137;74,48
"LK Aschaffenburg";167;33;10;0;174208;95,86;76;43,63
"LK Augsburg";208;17;0;0;251534;82,69;82;32,6
"LK Bad Kissingen";110;12;1;0;103218;106,57;78;75,57
"LK Bad Tölz-Wolfratshausen";208;25;0;0;127227;163,49;104;81,74
"LK Bamberg";217;32;6;2;147086;147,53;105;71,39
"LK Bayreuth";129;13;2;0;103656;124,45;83;80,07
"LK Berchtesgadener Land";110;14;3;3;105722;104,05;63;59,59
"LK Cham";215;23;4;1;127882;168,12;92;71,94
"LK Coburg";57;3;1;0;86906;65,59;23;26,47
"LK Dachau";328;34;3;1;153884;213,15;179;116,32
"LK Deggendorf";137;10;4;0;119326;114,81;52;43,58
"LK Dillingen a.d.Donau";62;10;1;0;96021;64,57;39;40,62
"LK Dingolfing-Landau";98;2;1;0;96217;101,85;40;41,57
"LK Donau-Ries";118;23;5;3;133496;88,39;66;49,44
"LK Ebersberg";224;16;0;0;142142;157,59;108;75,98
"LK Eichstätt";100;8;2;1;132341;75,56;58;43,83
"LK Erding";346;27;1;0;137660;251,34;166;120,59
"LK Erlangen-Höchstadt";82;13;1;0;136271;60,17;41;30,09
"LK Forchheim";112;10;2;1;116099;96,47;76;65,46
"LK Freising";587;68;10;1;179116;327,72;272;151,86
"LK Freyung-Grafenau";93;3;2;1;78355;118,69;58;74,02
"LK Fürstenfeldbruck";396;37;3;0;219320;180,56;203;92,56
"LK Fürth";168;16;3;0;117387;143,12;95;80,93
"LK Garmisch-Partenkirchen";129;5;1;0;88467;145,82;64;72,34
"LK Günzburg";101;0;0;0;125747;80,32;54;42,94
"LK Haßberge";72;6;0;0;84599;85,11;42;49,65
"LK Hof";134;16;0;0;95311;140,59;70;73,44
"LK Kelheim";190;37;7;2;122258;155,41;117;95,7
"LK Kitzingen";37;0;0;0;90909;40,7;16;17,6
"LK Kronach";51;0;0;0;67135;75,97;24;35,75
"LK Kulmbach";91;11;2;1;71845;126,66;49;68,2
"LK Landsberg a.Lech";163;7;4;0;120071;135,75;93;77,45
"LK Landshut";316;36;8;1;158698;199,12;164;103,34
"LK Lichtenfels";105;17;1;0;66838;157,1;66;98,75
"LK Lindau";142;11;1;0;81669;173,87;63;77,14
"LK Main-Spessart";76;1;1;0;126365;60,14;40;31,65
"LK Miesbach";331;17;1;1;99726;331,91;142;142,39
"LK Miltenberg";134;14;0;0;128756;104,07;74;57,47
"LK Mühldorf a.Inn";189;27;4;0;115250;163,99;119;103,25
"LK München";729;56;7;0;348871;208,96;332;95,16
"LK Neu-Ulm";191;29;1;0;174200;109,64;105;60,28
"LK Neuburg-Schrobenhausen";95;0;0;0;96680;98,26;44;45,51
"LK Neumarkt i.d.OPf.";119;12;2;0;133561;89,1;68;50,91
"LK Neustadt a.d.Aisch-Bad Windsheim";68;11;0;0;100364;67,75;36;35,87
"LK Neustadt a.d.Waldnaab";290;48;9;1;94352;307,36;218;231,05
"LK Nürnberger Land";240;35;9;1;170365;140,87;133;78,07
"LK Oberallgäu";106;7;3;0;155362;68,23;42;27,03
"LK Ostallgäu";203;32;5;0;140316;144,67;113;80,53
"LK Passau";173;37;3;0;192043;90,08;109;56,76
"LK Pfaffenhofen a.d.Ilm";150;19;1;1;127151;117,97;96;75,5
"LK Regen";60;13;0;0;77656;77,26;21;27,04
"LK Regensburg";195;21;0;0;193572;100,74;86;44,43
"LK Rhön-Grabfeld";52;6;0;0;79690;65,25;27;33,88
"LK Rosenheim";883;92;16;3;260983;338,34;525;201,16
"LK Roth";128;18;1;0;126958;100,82;62;48,84
"LK Rottal-Inn";333;30;8;1;120659;275,98;208;172,39
"LK Schwandorf";168;36;3;0;147189;114,14;99;67,26
"LK Schweinfurt";137;9;0;0;115106;119,02;65;56,47
"LK Starnberg";329;35;2;1;136092;241,75;120;88,18
"LK Straubing-Bogen";151;22;5;2;100649;150,03;92;91,41
"LK Tirschenreuth";605;104;32;2;72504;834,44;364;502,04
"LK Traunstein";321;50;4;1;177089;181,26;188;106,16
"LK Unterallgäu";140;7;2;0;144041;97,19;68;47,21
"LK Weilheim-Schongau";241;30;1;0;135348;178,06;104;76,84
"LK Weißenburg-Gunzenhausen";128;24;2;1;94393;135,6;81;85,81
"LK Wunsiedel i.Fichtelgebirge";260;23;6;0;73178;355,3;144;196,78
"LK Würzburg";236;13;0;0;161834;145,83;104;64,26
"SK Amberg";22;4;1;0;41970;52,42;15;35,74
"SK Ansbach";30;6;0;0;41847;71,69;20;47,79
"SK Aschaffenburg";60;10;0;0;70527;85,07;26;36,87
"SK Augsburg";176;4;3;0;295135;59,63;82;27,78
"SK Bamberg";82;6;0;0;77592;105,68;42;54,13
"SK Bayreuth";63;1;1;0;74657;84,39;43;57,6
"SK Coburg";23;1;0;0;41249;55,76;8;19,39
"SK Erlangen";71;13;1;0;111962;63,41;30;26,79
"SK Fürth";96;5;1;0;127748;75,15;51;39,92
"SK Hof";48;5;0;0;45930;104,51;29;63,14
"SK Ingolstadt";108;22;0;0;136981;78,84;81;59,13
"SK Kaufbeuren";41;9;0;0;43893;93,41;29;66,07
"SK Kempten";44;1;2;0;68907;63,85;15;21,77
"SK Landshut";136;15;3;0;72404;187,83;89;122,92
"SK Memmingen";31;2;0;0;43837;70,72;8;18,25
"SK München";2881;212;6;0;1471508;195,79;1073;72,92
"SK Nürnberg";305;27;2;1;518365;58,84;134;25,85
"SK Passau";49;4;1;0;52469;93,39;28;53,36
"SK Regensburg";207;24;1;0;152610;135,64;82;53,73
"SK Rosenheim";139;11;1;1;63324;219,51;69;108,96
"SK Schwabach";37;2;0;0;40792;90,7;20;49,03
"SK Schweinfurt";58;3;5;0;54032;107,34;43;79,58
"SK Straubing";120;18;1;0;47794;251,08;70;146,46
