"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";2267;23;45;3;134655;1683,56;179;132,93
"LK Altötting";2413;37;74;2;111516;2163,82;236;211,63
"LK Amberg-Sulzbach";1739;58;77;2;103049;1687,55;207;200,88
"LK Ansbach";2607;27;62;0;184591;1412,31;210;113,77
"LK Aschaffenburg";2822;73;53;0;174200;1619,98;272;156,14
"LK Augsburg";4815;112;44;4;253468;1899,65;546;215,41
"LK Bad Kissingen";1021;43;19;0;103235;989,01;175;169,52
"LK Bad Tölz-Wolfratshausen";2026;15;16;1;127917;1583,84;142;111,01
"LK Bamberg";1744;0;55;0;147163;1185,08;95;64,55
"LK Bayreuth";1160;25;33;0;103664;1119;117;112,86
"LK Berchtesgadener Land";2209;35;45;5;105929;2085,36;157;148,21
"LK Cham";1928;28;40;0;127998;1506,27;134;104,69
"LK Coburg";1535;37;48;0;86747;1769,51;205;236,32
"LK Dachau";3747;70;67;0;154899;2419;346;223,37
"LK Deggendorf";1780;69;30;1;119478;1489,81;248;207,57
"LK Dillingen a.d.Donau";1522;28;57;4;96562;1576,19;146;151,2
"LK Dingolfing-Landau";2004;35;32;1;96683;2072,75;164;169,63
"LK Donau-Ries";2077;38;42;1;133783;1552,51;158;118,1
"LK Ebersberg";2676;43;34;0;143649;1862,87;249;173,34
"LK Eichstätt";1854;43;36;1;132881;1395,23;180;135,46
"LK Erding";3112;84;27;2;138182;2252,1;411;297,43
"LK Erlangen-Höchstadt";1898;47;39;1;137262;1382,76;215;156,63
"LK Forchheim";1474;69;19;0;116203;1268,47;195;167,81
"LK Freising";3390;44;53;0;180007;1883,26;256;142,22
"LK Freyung-Grafenau";1822;55;35;0;78362;2325,11;270;344,55
"LK Fürstenfeldbruck";4484;72;69;0;219311;2044,59;358;163,24
"LK Fürth";2146;19;95;2;117853;1820,91;228;193,46
"LK Garmisch-Partenkirchen";1309;34;26;0;88424;1480,37;144;162,85
"LK Günzburg";2767;82;40;0;127027;2178,28;310;244,04
"LK Haßberge";1298;18;27;1;84384;1538,21;151;178,94
"LK Hof";1677;82;45;0;94801;1768,97;257;271,09
"LK Kelheim";1807;49;39;0;123058;1468,41;153;124,33
"LK Kitzingen";1043;14;12;0;91155;1144,2;77;84,47
"LK Kronach";1052;14;21;1;66743;1576,2;113;169,31
"LK Kulmbach";879;12;13;0;71566;1228,24;90;125,76
"LK Landsberg a.Lech";1869;53;22;0;120302;1553,59;204;169,57
"LK Landshut";2949;53;79;0;159895;1844,34;381;238,28
"LK Lichtenfels";1178;14;33;0;66776;1764,11;106;158,74
"LK Lindau";1322;26;14;1;81981;1612,57;168;204,93
"LK Main-Spessart";1726;60;63;0;126158;1368,13;344;272,67
"LK Miesbach";1927;32;13;2;100010;1926,81;138;137,99
"LK Miltenberg";2072;48;29;0;128743;1609,41;193;149,91
"LK Mühldorf a.Inn";2592;47;45;1;115872;2236,95;242;208,85
"LK München";6605;74;123;0;350473;1884,6;485;138,38
"LK Neu-Ulm";2981;81;39;1;175204;1701,45;402;229,45
"LK Neuburg-Schrobenhausen";1627;34;41;0;97303;1672,1;188;193,21
"LK Neumarkt i.d.OPf.";2093;49;60;1;134573;1555,29;373;277,17
"LK Neustadt a.d.Aisch-Bad Windsheim";1385;38;20;1;101014;1371,1;174;172,25
"LK Neustadt a.d.Waldnaab";2088;31;81;0;94450;2210,69;163;172,58
"LK Nürnberger Land";2638;72;63;0;170792;1544,57;414;242,4
"LK Oberallgäu";2034;71;22;1;156008;1303,78;220;141,02
"LK Ostallgäu";2388;67;53;0;141182;1691,43;248;175,66
"LK Passau";4785;149;66;8;192656;2483,7;602;312,47
"LK Pfaffenhofen a.d.Ilm";2193;109;50;0;128227;1710,25;292;227,72
"LK Regen";1858;109;27;1;77410;2400,21;470;607,16
"LK Regensburg";2968;33;36;8;194070;1529,35;238;122,64
"LK Rhön-Grabfeld";1068;26;17;0;79635;1341,12;136;170,78
"LK Rosenheim";7051;123;256;2;261330;2698,12;505;193,24
"LK Roth";1819;45;21;1;126749;1435,12;266;209,86
"LK Rottal-Inn";2873;66;71;0;121502;2364,57;191;157,2
"LK Schwandorf";2633;45;38;1;147872;1780,59;199;134,58
"LK Schweinfurt";2233;29;53;1;115445;1934,25;150;129,93
"LK Starnberg";2096;49;16;0;136667;1533,65;167;122,19
"LK Straubing-Bogen";1913;32;59;0;101120;1891,81;148;146,36
"LK Tirschenreuth";1985;35;154;6;72046;2755,18;108;149,9
"LK Traunstein";4701;83;128;3;177319;2651,15;443;249,83
"LK Unterallgäu";2040;52;46;3;145341;1403,6;183;125,91
"LK Weilheim-Schongau";1918;61;21;0;135478;1415,73;187;138,03
"LK Weißenburg-Gunzenhausen";1320;43;35;0;94734;1393,38;160;168,89
"LK Wunsiedel i.Fichtelgebirge";1562;24;59;0;72655;2149,89;153;210,58
"LK Würzburg";1901;29;31;0;162302;1171,27;128;78,87
"SK Amberg";532;8;6;0;42207;1260,45;40;94,77
"SK Ansbach";583;7;11;0;41798;1394,8;43;102,88
"SK Aschaffenburg";941;23;5;0;71002;1325,31;96;135,21
"SK Augsburg";7605;124;111;19;296582;2564,21;688;231,98
"SK Bamberg";965;1;36;0;77373;1247,21;88;113,73
"SK Bayreuth";842;20;15;0;74783;1125,92;90;120,35
"SK Coburg";542;14;9;0;41072;1319,63;87;211,82
"SK Erlangen";1594;33;21;1;112528;1416,54;171;151,96
"SK Fürth";2745;78;56;0;128497;2136,24;380;295,73
"SK Hof";894;42;13;0;45825;1950,9;191;416,8
"SK Ingolstadt";2430;33;50;0;137392;1768,66;177;128,83
"SK Kaufbeuren";952;30;31;0;44398;2144,24;98;220,73
"SK Kempten";934;14;15;0;69151;1350,67;82;118,58
"SK Landshut";1371;17;18;0;73411;1867,57;214;291,51
"SK Memmingen";659;14;9;0;44100;1494,33;53;120,18
"SK München";34236;596;415;8;1484226;2306,66;3142;211,69
"SK Nürnberg";11737;222;113;0;518370;2264,21;1607;310,01
"SK Passau";1423;25;27;1;52803;2694,92;141;267,03
"SK Regensburg";3016;55;21;2;153094;1970,03;248;161,99
"SK Rosenheim";1933;21;26;0;63551;3041,65;124;195,12
"SK Schwabach";742;21;22;0;40981;1810,6;105;256,22
"SK Schweinfurt";1045;17;31;0;53426;1955,98;78;146
"SK Straubing";997;20;51;0;47791;2086,17;91;190,41
"SK Weiden i.d.OPf.";1039;9;24;0;42743;2430,81;55;128,68
"SK Würzburg";1881;13;55;0;127934;1470,29;106;82,86
