"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1260;1163;41;2464
"'10-19";2673;2584;36;5293
"20-29";5801;5340;82;11223
"30-39";4462;4310;64;8836
"40-49";4246;4970;42;9258
"50-59";5091;5515;22;10628
"60-69";2817;2440;8;5265
"70-79";2213;2106;4;4323
"80-89";1591;2555;1;4147
"90-99";256;841;0;1097
"100+";2;15;0;17
"Unbekannt";6;12;4;22
"Gesamt";30418;31851;304;62573
