"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5242;6;101;0;134655;3892,91;27;20,05
"LK Altötting";6078;0;210;0;111516;5450,34;4;3,59
"LK Amberg-Sulzbach";4861;2;160;0;103049;4717,17;10;9,7
"LK Ansbach";8429;0;197;0;184591;4566,31;4;2,17
"LK Aschaffenburg";8049;-6;213;0;174200;4620,55;12;6,89
"LK Augsburg";11531;1;233;0;253468;4549,29;30;11,84
"LK Bad Kissingen";3650;0;104;0;103235;3535,62;5;4,84
"LK Bad Tölz-Wolfratshausen";5138;0;79;0;127917;4016,67;16;12,51
"LK Bamberg";5686;3;145;0;147163;3863,74;17;11,55
"LK Bayreuth";4939;0;163;0;103664;4764,43;3;2,89
"LK Berchtesgadener Land";6108;18;102;0;105929;5766,13;62;58,53
"LK Cham";7151;3;182;0;127998;5586,81;15;11,72
"LK Coburg";4895;2;161;0;86747;5642,85;6;6,92
"LK Dachau";8285;0;143;0;154899;5348,65;24;15,49
"LK Deggendorf";7035;0;160;0;119478;5888,11;11;9,21
"LK Dillingen a.d.Donau";3844;1;115;0;96562;3980,86;33;34,17
"LK Dingolfing-Landau";5849;1;99;0;96683;6049,67;8;8,27
"LK Donau-Ries";6048;0;165;0;133783;4520,75;35;26,16
"LK Ebersberg";6410;0;181;0;143649;4462,27;9;6,27
"LK Eichstätt";5101;1;86;0;132881;3838,77;14;10,54
"LK Erding";7009;2;118;0;138182;5072,3;16;11,58
"LK Erlangen-Höchstadt";5447;3;130;0;137262;3968,32;11;8,01
"LK Forchheim";4819;0;113;0;116203;4147,05;12;10,33
"LK Freising";8300;0;130;0;180007;4610,93;43;23,89
"LK Freyung-Grafenau";4930;1;128;0;78362;6291,31;12;15,31
"LK Fürstenfeldbruck";9804;3;140;0;219311;4470,36;28;12,77
"LK Fürth";5400;1;209;0;117853;4581,98;14;11,88
"LK Garmisch-Partenkirchen";3663;0;87;0;88424;4142,54;6;6,79
"LK Günzburg";6962;1;110;0;127027;5480,72;15;11,81
"LK Haßberge";4091;0;87;0;84384;4848,08;6;7,11
"LK Hof";6410;0;157;0;94801;6761,53;2;2,11
"LK Kelheim";5944;0;110;0;123058;4830,24;2;1,63
"LK Kitzingen";3320;3;87;0;91155;3642,15;18;19,75
"LK Kronach";4235;0;96;0;66743;6345,23;1;1,5
"LK Kulmbach";4090;0;117;0;71566;5715;2;2,79
"LK Landsberg a.Lech";4137;0;71;0;120302;3438,85;21;17,46
"LK Landshut";8055;1;169;0;159895;5037,68;13;8,13
"LK Lichtenfels";3592;0;85;0;66776;5379,18;2;3
"LK Lindau";3459;0;63;0;81981;4219,27;5;6,1
"LK Main-Spessart";4778;0;215;0;126158;3787,31;7;5,55
"LK Miesbach";4619;2;82;0;100010;4618,54;16;16
"LK Miltenberg";6026;6;129;0;128743;4680,64;17;13,2
"LK Mühldorf a.Inn";6994;0;155;0;115872;6035,97;6;5,18
"LK München";15523;7;294;0;350473;4429,16;66;18,83
"LK Neu-Ulm";7799;4;121;0;175204;4451,38;18;10,27
"LK Neuburg-Schrobenhausen";4211;1;80;0;97303;4327,72;12;12,33
"LK Neumarkt i.d.OPf.";6576;0;142;0;134573;4886,57;0;0
"LK Neustadt a.d.Aisch-Bad Windsheim";4395;0;107;0;101014;4350,88;3;2,97
"LK Neustadt a.d.Waldnaab";5262;0;188;0;94450;5571,2;2;2,12
"LK Nürnberger Land";7474;5;186;0;170792;4376,08;9;5,27
"LK Oberallgäu";5996;2;90;0;156008;3843,39;29;18,59
"LK Ostallgäu";7176;0;134;0;141182;5082,8;6;4,25
"LK Passau";12958;-1;371;0;192656;6725,98;9;4,67
"LK Pfaffenhofen a.d.Ilm";5686;2;159;0;128227;4434,32;22;17,16
"LK Regen";5543;1;163;0;77410;7160,57;10;12,92
"LK Regensburg";8364;2;208;0;194070;4309,79;22;11,34
"LK Rhön-Grabfeld";3561;0;89;0;79635;4471,65;7;8,79
"LK Rosenheim";13996;6;462;0;261330;5355,68;35;13,39
"LK Roth";5704;1;174;0;126749;4500,23;4;3,16
"LK Rottal-Inn";7572;0;182;0;121502;6232;8;6,58
"LK Schwandorf";8435;6;157;0;147872;5704,26;40;27,05
"LK Schweinfurt";5159;2;139;0;115445;4468,79;4;3,46
"LK Starnberg";5185;2;114;1;136667;3793,89;36;26,34
"LK Straubing-Bogen";5389;0;141;0;101120;5329,31;10;9,89
"LK Tirschenreuth";5319;0;265;0;72046;7382,78;2;2,78
"LK Traunstein";11144;3;217;0;177319;6284,72;20;11,28
"LK Unterallgäu";7314;2;169;0;145341;5032,3;15;10,32
"LK Weilheim-Schongau";5184;0;84;0;135478;3826,45;16;11,81
"LK Weißenburg-Gunzenhausen";3929;0;118;0;94734;4147,4;4;4,22
"LK Wunsiedel i.Fichtelgebirge";5036;0;198;0;72655;6931,39;4;5,51
"LK Würzburg";4486;1;73;0;162302;2763,98;13;8,01
"SK Amberg";1776;0;24;0;42207;4207,83;11;26,06
"SK Ansbach";1880;0;45;0;41798;4497,82;2;4,78
"SK Aschaffenburg";3516;0;115;0;71002;4951,97;7;9,86
"SK Augsburg";18152;3;405;0;296582;6120,4;60;20,23
"SK Bamberg";3175;1;108;0;77373;4103,5;25;32,31
"SK Bayreuth";3480;0;109;0;74783;4653,46;1;1,34
"SK Coburg";2407;0;92;0;41072;5860,44;3;7,3
"SK Erlangen";4034;1;95;0;112528;3584,89;13;11,55
"SK Fürth";7766;0;225;0;128497;6043,72;11;8,56
"SK Hof";3973;0;117;0;45825;8669,94;1;2,18
"SK Ingolstadt";6253;2;115;0;137392;4551,21;23;16,74
"SK Kaufbeuren";2398;0;56;0;44398;5401,14;5;11,26
"SK Kempten";3280;1;48;0;69151;4743,24;5;7,23
"SK Landshut";4116;3;117;0;73411;5606,79;7;9,54
"SK Memmingen";2266;0;26;0;44100;5138,32;8;18,14
"SK München";74492;19;1267;0;1484226;5018,91;355;23,92
"SK Nürnberg";34873;17;968;0;518370;6727,43;87;16,78
"SK Passau";3391;0;113;0;52803;6421,98;3;5,68
"SK Regensburg";7082;4;91;0;153094;4625,92;34;22,21
"SK Rosenheim";3953;3;67;0;63551;6220,2;8;12,59
"SK Schwabach";2157;0;105;0;40981;5263,41;0;0
"SK Schweinfurt";3188;1;91;0;53426;5967,13;9;16,85
"SK Straubing";2383;1;87;0;47791;4986,29;1;2,09
"SK Weiden i.d.OPf.";2701;0;98;0;42743;6319,16;3;7,02
"SK Würzburg";4617;1;124;0;127934;3608,89;26;20,32
