"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";804;743;7;1554
"'10-19";1463;1613;2;3078
"20-29";3978;3844;8;7830
"30-39";3453;3361;9;6823
"40-49";3338;3994;4;7336
"50-59";4440;4971;4;9415
"60-69";2607;2250;1;4858
"70-79";2104;2019;1;4124
"80-89";1537;2484;1;4022
"90-99";250;818;0;1068
"100+";0;12;0;12
"Unbekannt";3;4;0;7
"Gesamt";23977;26113;37;50127
