"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";786;729;5;1520
"'10-19";1446;1602;2;3050
"20-29";3949;3816;8;7773
"30-39";3430;3336;9;6775
"40-49";3320;3985;4;7309
"50-59";4418;4959;4;9381
"60-69";2597;2245;2;4844
"70-79";2102;2017;1;4120
"80-89";1538;2481;1;4020
"90-99";250;819;0;1069
"100+";0;12;0;12
"Unbekannt";4;3;0;7
"Gesamt";23840;26004;36;49880
