"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10192;9449;1;475;20117
"'10-19";19149;18752;2;580;38483
"20-29";32694;30564;6;1141;64405
"30-39";27329;26159;8;1084;54580
"40-49";25464;28138;7;978;54587
"50-59";30558;31680;6;725;62969
"60-69";16112;15030;4;329;31475
"70-79";11103;11932;9;209;23253
"80-89";8742;16105;24;207;25078
"90-99";1719;6016;7;77;7819
"100+";43;147;0;7;197
"Unbekannt";121;133;0;45;299
"Gesamt";183226;194105;74;5857;383262
