"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";9147;8511;0;416;18074
"'10-19";17264;16718;1;503;34486
"20-29";29062;26962;4;989;57017
"30-39";24101;23050;3;934;48088
"40-49";22534;24859;4;826;48223
"50-59";27105;27905;3;637;55650
"60-69";14102;13142;5;279;27528
"70-79";9642;10399;6;167;20214
"80-89";7383;13517;21;159;21080
"90-99";1454;4971;2;44;6471
"100+";37;124;0;7;168
"Unbekannt";132;141;0;48;321
"Gesamt";161963;170299;49;5009;337320
