"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";290;0;21;0;133596;217,07;0;0
"LK Altötting";596;0;51;0;111210;535,92;1;0,9
"LK Amberg-Sulzbach";486;3;45;1;103109;471,35;11;10,67
"LK Ansbach";595;0;26;0;183949;323,46;6;3,26
"LK Aschaffenburg";525;0;37;0;174208;301,36;4;2,3
"LK Augsburg";382;0;8;0;251534;151,87;3;1,19
"LK Bad Kissingen";253;0;18;0;103218;245,11;3;2,91
"LK Bad Tölz-Wolfratshausen";418;0;10;0;127227;328,55;2;1,57
"LK Bamberg";404;0;35;0;147086;274,67;0;0
"LK Bayreuth";417;0;27;0;103656;402,29;1;0,96
"LK Berchtesgadener Land";302;0;22;0;105722;285,65;7;6,62
"LK Cham";425;0;20;0;127882;332,34;8;6,26
"LK Coburg";286;1;17;0;86906;329,09;29;33,37
"LK Dachau";908;0;28;0;153884;590,05;0;0
"LK Deggendorf";314;0;13;0;119326;263,14;9;7,54
"LK Dillingen a.d.Donau";266;2;25;0;96021;277,02;8;8,33
"LK Dingolfing-Landau";205;0;7;0;96217;213,06;0;0
"LK Donau-Ries";347;1;23;0;133496;259,93;3;2,25
"LK Ebersberg";499;1;5;0;142142;351,06;2;1,41
"LK Eichstätt";287;0;17;0;132341;216,86;4;3,02
"LK Erding";609;0;11;0;137660;442,39;2;1,45
"LK Erlangen-Höchstadt";243;0;7;0;136271;178,32;8;5,87
"LK Forchheim";205;0;4;0;116099;176,57;1;0,86
"LK Freising";983;0;40;0;179116;548,81;13;7,26
"LK Freyung-Grafenau";189;0;12;0;78355;241,21;1;1,28
"LK Fürstenfeldbruck";890;0;34;0;219320;405,8;12;5,47
"LK Fürth";496;0;56;0;117387;422,53;1;0,85
"LK Garmisch-Partenkirchen";284;0;18;0;88467;321,02;1;1,13
"LK Günzburg";236;0;4;0;125747;187,68;1;0,8
"LK Haßberge";155;0;6;0;84599;183,22;0;0
"LK Hof";454;9;32;2;95311;476,34;24;25,18
"LK Kelheim";442;0;34;0;122258;361,53;4;3,27
"LK Kitzingen";190;0;3;0;90909;209;1;1,1
"LK Kronach";156;-1;3;0;67135;232,37;1;1,49
"LK Kulmbach";241;0;11;0;71845;335,44;0;0
"LK Landsberg a.Lech";362;0;10;0;120071;301,49;6;5
"LK Landshut";659;0;29;0;158698;415,25;0;0
"LK Lichtenfels";262;9;10;4;66838;391,99;28;41,89
"LK Lindau";241;0;8;0;81669;295,09;0;0
"LK Main-Spessart";151;0;6;0;126365;119,5;1;0,79
"LK Miesbach";572;0;11;0;99726;573,57;8;8,02
"LK Miltenberg";289;0;5;0;128756;224,46;1;0,78
"LK Mühldorf a.Inn";498;0;27;0;115250;432,1;2;1,74
"LK München";1396;2;70;1;348871;400,15;31;8,89
"LK Neu-Ulm";424;1;25;0;174200;243,4;4;2,3
"LK Neuburg-Schrobenhausen";327;0;14;0;96680;338,23;13;13,45
"LK Neumarkt i.d.OPf.";368;0;15;0;133561;275,53;2;1,5
"LK Neustadt a.d.Aisch-Bad Windsheim";241;0;6;0;100364;240,13;1;1
"LK Neustadt a.d.Waldnaab";811;1;67;0;94352;859,55;12;12,72
"LK Nürnberger Land";627;0;44;0;170365;368,03;3;1,76
"LK Oberallgäu";174;0;7;0;155362;112;1;0,64
"LK Ostallgäu";502;0;34;0;140316;357,76;1;0,71
"LK Passau";567;3;23;0;192043;295,25;12;6,25
"LK Pfaffenhofen a.d.Ilm";364;0;19;0;127151;286,27;7;5,51
"LK Regen";194;0;10;0;77656;249,82;0;0
"LK Regensburg";460;0;14;0;193572;237,64;8;4,13
"LK Rhön-Grabfeld";192;1;6;0;79690;240,93;4;5,02
"LK Rosenheim";2246;3;180;0;260983;860,59;29;11,11
"LK Roth";291;0;7;0;126958;229,21;0;0
"LK Rottal-Inn";734;0;45;0;120659;608,33;2;1,66
"LK Schwandorf";497;4;16;0;147189;337,66;18;12,23
"LK Schweinfurt";493;0;25;0;115106;428,3;5;4,34
"LK Starnberg";520;2;12;0;136092;382,09;4;2,94
"LK Straubing-Bogen";536;0;28;0;100649;532,54;10;9,94
"LK Tirschenreuth";1132;0;131;0;72504;1561,29;9;12,41
"LK Traunstein";1287;4;85;0;177089;726,75;19;10,73
"LK Unterallgäu";271;0;13;0;144041;188,14;0;0
"LK Weilheim-Schongau";353;0;3;0;135348;260,81;17;12,56
"LK Weißenburg-Gunzenhausen";320;1;19;0;94393;339,01;4;4,24
"LK Wunsiedel i.Fichtelgebirge";652;3;39;0;73178;890,98;5;6,83
"LK Würzburg";409;0;9;0;161834;252,73;5;3,09
"SK Amberg";80;1;4;0;41970;190,61;3;7,15
"SK Ansbach";137;0;7;0;41847;327,38;0;0
"SK Aschaffenburg";114;0;1;0;70527;161,64;2;2,84
"SK Augsburg";395;1;14;0;295135;133,84;4;1,36
"SK Bamberg";190;0;17;0;77592;244,87;0;0
"SK Bayreuth";207;0;12;0;74657;277,27;0;0
"SK Coburg";81;2;1;0;41249;196,37;12;29,09
"SK Erlangen";259;0;10;0;111962;231,33;6;5,36
"SK Fürth";385;0;34;0;127748;301,37;3;2,35
"SK Hof";112;0;4;0;45930;243,85;4;8,71
"SK Ingolstadt";454;4;35;0;136981;331,43;16;11,68
"SK Kaufbeuren";110;2;4;0;43893;250,61;3;6,83
"SK Kempten";102;0;10;0;68907;148,03;0;0
"SK Landshut";275;0;10;0;72404;379,81;0;0
"SK Memmingen";51;0;0;0;43837;116,34;0;0
"SK München";6466;0;203;0;1471508;439,41;71;4,82
"SK Nürnberg";1042;2;39;0;518365;201,02;17;3,28
"SK Passau";131;0;18;0;52469;249,67;1;1,91
"SK Regensburg";559;5;9;0;152610;366,29;62;40,63
"SK Rosenheim";506;0;23;0;63324;799,07;7;11,05
"SK Schwabach";78;0;2;0;40792;191,21;0;0
"SK Schweinfurt";171;0;18;0;54032;316,48;1;1,85
"SK Straubing";418;0;45;0;47794;874,59;3;6,28
"SK Weiden i.d.OPf.";317;0;20;0;42520;745,53;4;9,41
"SK Würzburg";465;0;49;0;127880;363,62;0;0
