"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22484;20835;1;720;44040
"'10-19";35853;34437;5;892;71187
"20-29";56539;51517;4;1462;109522
"30-39";48838;45699;5;1359;95901
"40-49";45543;47824;4;1236;94607
"50-59";53065;51786;6;969;105826
"60-69";26896;25103;2;426;52427
"70-79";16483;17685;2;259;34429
"80-89";11699;20810;12;290;32811
"90-99";2151;7354;2;85;9592
"100+";22;151;0;4;177
"Unbekannt";22;21;0;6;49
"Gesamt";319595;323222;43;7708;650568
