"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5133;2;96;0;134655;3811,96;54;40,1
"LK Altötting";5963;9;208;0;111516;5347,21;74;66,36
"LK Amberg-Sulzbach";4780;6;157;0;103049;4638,57;48;46,58
"LK Ansbach";8186;9;175;0;184591;4434,67;79;42,8
"LK Aschaffenburg";7907;12;208;0;174200;4539,04;86;49,37
"LK Augsburg";11219;19;217;1;253468;4426,2;154;60,76
"LK Bad Kissingen";3579;5;101;0;103235;3466,85;65;62,96
"LK Bad Tölz-Wolfratshausen";4974;3;78;0;127917;3888,46;61;47,69
"LK Bamberg";5431;8;139;2;147163;3690,47;78;53
"LK Bayreuth";4902;0;159;0;103664;4728,74;32;30,87
"LK Berchtesgadener Land";5828;13;99;0;105929;5501,8;102;96,29
"LK Cham";7087;7;180;0;127998;5536,81;75;58,59
"LK Coburg";4744;1;159;0;86747;5468,78;100;115,28
"LK Dachau";8135;4;139;0;154899;5251,81;51;32,92
"LK Deggendorf";6885;11;149;0;119478;5762,57;111;92,9
"LK Dillingen a.d.Donau";3646;16;111;0;96562;3775,81;116;120,13
"LK Dingolfing-Landau";5669;8;93;0;96683;5863,49;82;84,81
"LK Donau-Ries";5776;18;159;1;133783;4317,44;88;65,78
"LK Ebersberg";6268;4;176;0;143649;4363,41;60;41,77
"LK Eichstätt";4975;11;82;0;132881;3743,95;60;45,15
"LK Erding";6860;3;116;0;138182;4964,47;55;39,8
"LK Erlangen-Höchstadt";5276;2;128;0;137262;3843,74;49;35,7
"LK Forchheim";4687;6;113;0;116203;4033,46;55;47,33
"LK Freising";8029;14;127;0;180007;4460,38;49;27,22
"LK Freyung-Grafenau";4865;9;126;0;78362;6208,37;59;75,29
"LK Fürstenfeldbruck";9566;8;137;0;219311;4361,84;74;33,74
"LK Fürth";5239;7;206;0;117853;4445,37;74;62,79
"LK Garmisch-Partenkirchen";3530;6;87;0;88424;3992,13;39;44,11
"LK Günzburg";6609;14;107;0;127027;5202,83;176;138,55
"LK Haßberge";3996;9;86;0;84384;4735,49;52;61,62
"LK Hof";6295;3;152;0;94801;6640,23;61;64,35
"LK Kelheim";5855;1;106;0;123058;4757,92;85;69,07
"LK Kitzingen";3138;6;85;0;91155;3442,49;59;64,72
"LK Kronach";4088;6;93;0;66743;6124,99;69;103,38
"LK Kulmbach";4052;3;116;0;71566;5661,91;18;25,15
"LK Landsberg a.Lech";4033;3;67;0;120302;3352,4;50;41,56
"LK Landshut";7900;14;169;0;159895;4940,74;104;65,04
"LK Lichtenfels";3482;17;82;0;66776;5214,45;67;100,34
"LK Lindau";3297;4;62;0;81981;4021,66;23;28,06
"LK Main-Spessart";4644;11;212;0;126158;3681,1;70;55,49
"LK Miesbach";4465;9;81;0;100010;4464,55;103;102,99
"LK Miltenberg";5849;17;127;0;128743;4543,16;109;84,66
"LK Mühldorf a.Inn";6902;3;153;0;115872;5956,57;33;28,48
"LK München";15160;20;288;0;350473;4325,58;137;39,09
"LK Neu-Ulm";7372;12;116;0;175204;4207,67;208;118,72
"LK Neuburg-Schrobenhausen";4077;4;74;0;97303;4190;49;50,36
"LK Neumarkt i.d.OPf.";6378;8;123;0;134573;4739,44;121;89,91
"LK Neustadt a.d.Aisch-Bad Windsheim";4332;6;106;0;101014;4288,51;53;52,47
"LK Neustadt a.d.Waldnaab";5203;1;164;0;94450;5508,73;29;30,7
"LK Nürnberger Land";7266;14;175;0;170792;4254,3;119;69,68
"LK Oberallgäu";5768;12;84;0;156008;3697,25;129;82,69
"LK Ostallgäu";7033;3;126;0;141182;4981,51;95;67,29
"LK Passau";12847;8;362;0;192656;6668,36;79;41,01
"LK Pfaffenhofen a.d.Ilm";5576;7;158;0;128227;4348,54;55;42,89
"LK Regen";5486;2;160;0;77410;7086,94;31;40,05
"LK Regensburg";8071;28;188;0;194070;4158,81;160;82,44
"LK Rhön-Grabfeld";3490;1;86;0;79635;4382,5;52;65,3
"LK Rosenheim";13672;22;451;0;261330;5231,7;161;61,61
"LK Roth";5620;3;171;0;126749;4433,96;34;26,82
"LK Rottal-Inn";7398;15;177;0;121502;6088,79;99;81,48
"LK Schwandorf";8302;21;155;0;147872;5614,32;101;68,3
"LK Schweinfurt";4999;8;130;3;115445;4330,2;116;100,48
"LK Starnberg";5047;13;112;0;136667;3692,92;47;34,39
"LK Straubing-Bogen";5302;9;140;0;101120;5243,28;68;67,25
"LK Tirschenreuth";5307;-1;265;0;72046;7366,13;15;20,82
"LK Traunstein";10863;10;214;0;177319;6126,25;123;69,37
"LK Unterallgäu";6998;14;148;0;145341;4814,88;161;110,77
"LK Weilheim-Schongau";4955;14;77;0;135478;3657,42;99;73,07
"LK Weißenburg-Gunzenhausen";3867;7;114;0;94734;4081,96;53;55,95
"LK Wunsiedel i.Fichtelgebirge";4998;0;197;0;72655;6879,09;14;19,27
"LK Würzburg";4328;6;71;0;162302;2666,63;54;33,27
"SK Amberg";1721;2;23;0;42207;4077,52;8;18,95
"SK Ansbach";1793;1;44;0;41798;4289,68;17;40,67
"SK Aschaffenburg";3361;5;111;0;71002;4733,67;36;50,7
"SK Augsburg";17537;18;396;1;296582;5913,04;284;95,76
"SK Bamberg";3019;4;106;1;77373;3901,88;27;34,9
"SK Bayreuth";3449;0;108;0;74783;4612,01;13;17,38
"SK Coburg";2344;7;90;0;41072;5707,05;66;160,69
"SK Erlangen";3903;4;93;0;112528;3468,47;54;47,99
"SK Fürth";7531;22;215;0;128497;5860,84;106;82,49
"SK Hof";3923;2;115;0;45825;8560,83;32;69,83
"SK Ingolstadt";5963;12;105;0;137392;4340,14;115;83,7
"SK Kaufbeuren";2335;9;54;0;44398;5259,25;52;117,12
"SK Kempten";3184;20;46;0;69151;4604,42;79;114,24
"SK Landshut";4009;7;108;0;73411;5461,03;55;74,92
"SK Memmingen";2173;10;24;0;44100;4927,44;105;238,1
"SK München";71904;256;1232;4;1484226;4844,55;793;53,43
"SK Nürnberg";33627;53;938;0;518370;6487,07;474;91,44
"SK Passau";3378;3;112;0;52803;6397,36;19;35,98
"SK Regensburg";6845;9;81;0;153094;4471,11;75;48,99
"SK Rosenheim";3870;1;60;0;63551;6089,6;32;50,35
"SK Schwabach";2115;1;104;0;40981;5160,93;20;48,8
"SK Schweinfurt";3001;8;82;0;53426;5617,12;78;146
"SK Straubing";2358;7;85;0;47791;4933,98;42;87,88
"SK Weiden i.d.OPf.";2689;0;74;0;42743;6291,09;6;14,04
"SK Würzburg";4408;13;117;0;127934;3445,53;88;68,79
