"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";14369;13288;1;611;28269
"'10-19";24487;24000;4;725;49216
"20-29";41605;38666;4;1342;81617
"30-39";35564;33511;8;1249;70332
"40-49";33119;35790;5;1142;70056
"50-59";39566;40127;6;912;80611
"60-69";20758;19306;3;406;40473
"70-79";13691;14663;6;273;28633
"80-89";10477;18856;18;311;29662
"90-99";1992;6813;5;102;8912
"100+";34;142;0;4;180
"Unbekannt";33;31;0;29;93
"Gesamt";235695;245193;60;7106;488054
