"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";347;327;7;681
"'10-19";771;883;9;1663
"20-29";1874;2115;35;4024
"30-39";1888;1938;32;3858
"40-49";2086;2399;30;4515
"50-59";2761;2938;34;5733
"60-69";1592;1325;21;2938
"70-79";1245;1062;9;2316
"80-89";780;1067;7;1854
"90-99";100;319;4;423
"100+";2;6;0;8
"Unbekannt";18;16;5;39
"Gesamt";13464;14395;193;NA
