"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3377;14;75;1;134655;2507,89;54;40,1
"LK Altötting";3637;14;150;1;111516;3261,42;131;117,47
"LK Amberg-Sulzbach";2708;18;104;0;103049;2627,88;54;52,4
"LK Ansbach";4500;44;108;1;184591;2437,82;185;100,22
"LK Aschaffenburg";5461;22;171;0;174200;3134,9;149;85,53
"LK Augsburg";7360;14;150;2;253468;2903,72;108;42,61
"LK Bad Kissingen";2142;14;78;0;103235;2074,88;106;102,68
"LK Bad Tölz-Wolfratshausen";3333;10;47;0;127917;2605,6;115;89,9
"LK Bamberg";3596;30;109;2;147163;2443,55;158;107,36
"LK Bayreuth";3031;47;110;0;103664;2923,87;158;152,42
"LK Berchtesgadener Land";4002;18;89;0;105929;3778;151;142,55
"LK Cham";3459;12;109;1;127998;2702,39;153;119,53
"LK Coburg";3138;7;134;0;86747;3617,42;66;76,08
"LK Dachau";5565;17;104;4;154899;3592,66;102;65,85
"LK Deggendorf";4041;17;115;3;119478;3382,21;128;107,13
"LK Dillingen a.d.Donau";2428;26;92;1;96562;2514,45;82;84,92
"LK Dingolfing-Landau";3103;4;71;0;96683;3209,46;59;61,02
"LK Donau-Ries";3525;11;128;0;133783;2634,86;61;45,6
"LK Ebersberg";4548;5;128;0;143649;3166,05;92;64,04
"LK Eichstätt";3250;5;66;0;132881;2445,8;48;36,12
"LK Erding";4864;6;74;3;138182;3520;79;57,17
"LK Erlangen-Höchstadt";3412;4;104;0;137262;2485,76;56;40,8
"LK Forchheim";3121;16;91;0;116203;2685,82;165;141,99
"LK Freising";5405;22;101;1;180007;3002,66;152;84,44
"LK Freyung-Grafenau";3285;25;94;0;78362;4192,08;96;122,51
"LK Fürstenfeldbruck";6763;27;115;2;219311;3083,75;157;71,59
"LK Fürth";3534;4;160;1;117853;2998,65;67;56,85
"LK Garmisch-Partenkirchen";2371;7;67;0;88424;2681,4;72;81,43
"LK Günzburg";4224;11;90;0;127027;3325,28;64;50,38
"LK Haßberge";2331;9;67;0;84384;2762,37;51;60,44
"LK Hof";3418;18;98;1;94801;3605,45;321;338,6
"LK Kelheim";3064;13;75;0;123058;2489,88;64;52,01
"LK Kitzingen";1985;19;58;1;91155;2177,61;108;118,48
"LK Kronach";2056;8;55;0;66743;3080,47;42;62,93
"LK Kulmbach";2034;11;84;0;71566;2842,13;63;88,03
"LK Landsberg a.Lech";2835;17;37;0;120302;2356,57;84;69,82
"LK Landshut";4871;13;142;0;159895;3046,37;117;73,17
"LK Lichtenfels";2075;22;55;1;66776;3107,4;88;131,78
"LK Lindau";2187;10;46;0;81981;2667,69;51;62,21
"LK Main-Spessart";3044;7;182;0;126158;2412,85;36;28,54
"LK Miesbach";3000;18;47;0;100010;2999,7;48;48
"LK Miltenberg";3931;42;100;0;128743;3053,37;211;163,89
"LK Mühldorf a.Inn";4261;40;110;1;115872;3677,33;157;135,49
