"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";17223;16006;1;699;33929
"'10-19";28851;28083;5;840;57779
"20-29";47535;43848;5;1449;92837
"30-39";41011;38443;8;1323;80785
"40-49";38201;40767;6;1229;80203
"50-59";45162;45074;7;991;91234
"60-69";23397;21833;3;430;45663
"70-79";14945;15983;6;284;31218
"80-89";11019;19692;18;319;31048
"90-99";2054;7026;5;109;9194
"100+";36;155;0;11;202
"Unbekannt";45;41;0;32;118
"Gesamt";269479;276951;64;7716;554210
