"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22003;20426;2;833;43264
"'10-19";35063;33649;7;981;69700
"20-29";55629;50677;5;1580;107891
"30-39";48185;45135;9;1453;94782
"40-49";45075;47305;6;1321;93707
"50-59";52632;51380;7;1066;105085
"60-69";26707;24919;3;462;52091
"70-79";16423;17597;6;285;34311
"80-89";11649;20716;18;323;32706
"90-99";2146;7325;5;105;9581
"100+";24;152;0;4;180
"Unbekannt";26;27;0;9;62
"Gesamt";315562;319308;68;8422;643360
