"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";422;4;20;0;133596;315,88;15;11,23
"LK Altötting";672;3;55;0;111210;604,26;23;20,68
"LK Amberg-Sulzbach";504;4;54;0;103109;488,8;5;4,85
"LK Ansbach";608;0;28;0;183949;330,53;0;0
"LK Aschaffenburg";605;1;42;0;174208;347,29;10;5,74
"LK Augsburg";505;0;11;0;251534;200,77;29;11,53
"LK Bad Kissingen";274;1;18;0;103218;265,46;5;4,84
"LK Bad Tölz-Wolfratshausen";540;7;10;0;127227;424,44;14;11
"LK Bamberg";446;0;36;0;147086;303,22;3;2,04
"LK Bayreuth";436;0;28;0;103656;420,62;3;2,89
"LK Berchtesgadener Land";372;0;25;0;105722;351,87;5;4,73
"LK Cham";447;1;21;0;127882;349,54;10;7,82
"LK Coburg";425;4;29;0;86906;489,03;12;13,81
"LK Dachau";1029;1;31;0;153884;668,69;25;16,25
"LK Deggendorf";359;2;15;0;119326;300,86;10;8,38
"LK Dillingen a.d.Donau";295;0;29;0;96021;307,22;5;5,21
"LK Dingolfing-Landau";832;2;10;0;96217;864,71;28;29,1
"LK Donau-Ries";393;3;23;0;133496;294,39;11;8,24
"LK Ebersberg";586;8;5;0;142142;412,26;42;29,55
"LK Eichstätt";338;0;20;0;132341;255,4;14;10,58
"LK Erding";757;3;11;0;137660;549,91;26;18,89
"LK Erlangen-Höchstadt";314;1;11;0;136271;230,42;17;12,48
"LK Forchheim";237;0;4;0;116099;204,14;5;4,31
"LK Freising";1077;3;46;0;179116;601,29;24;13,4
"LK Freyung-Grafenau";197;0;12;0;78355;251,42;1;1,28
"LK Fürstenfeldbruck";1022;6;36;0;219320;465,99;30;13,68
"LK Fürth";521;2;58;0;117387;443,83;7;5,96
"LK Garmisch-Partenkirchen";314;1;18;0;88467;354,93;9;10,17
"LK Günzburg";288;4;4;0;125747;229,03;22;17,5
"LK Haßberge";180;0;6;0;84599;212,77;1;1,18
"LK Hof";492;3;32;0;95311;516,2;11;11,54
"LK Kelheim";548;9;35;0;122258;448,23;38;31,08
"LK Kitzingen";209;1;3;0;90909;229,9;10;11
"LK Kronach";177;1;3;0;67135;263,65;2;2,98
"LK Kulmbach";256;3;11;0;71845;356,32;6;8,35
"LK Landsberg a.Lech";393;3;10;0;120071;327,31;12;9,99
"LK Landshut";751;3;31;0;158698;473,23;25;15,75
"LK Lichtenfels";333;3;17;0;66838;498,22;10;14,96
"LK Lindau";265;0;8;0;81669;324,48;10;12,24
"LK Main-Spessart";178;5;6;0;126365;140,86;12;9,5
"LK Miesbach";647;4;11;0;99726;648,78;24;24,07
"LK Miltenberg";345;3;5;0;128756;267,95;4;3,11
"LK Mühldorf a.Inn";549;6;27;0;115250;476,36;19;16,49
"LK München";1605;13;95;0;348871;460,06;49;14,05
"LK Neu-Ulm";514;0;26;0;174200;295,06;25;14,35
"LK Neuburg-Schrobenhausen";353;4;18;0;96680;365,12;8;8,27
"LK Neumarkt i.d.OPf.";409;0;17;0;133561;306,23;2;1,5
"LK Neustadt a.d.Aisch-Bad Windsheim";264;0;6;0;100364;263,04;3;2,99
"LK Neustadt a.d.Waldnaab";847;0;73;0;94352;897,7;0;0
"LK Nürnberger Land";681;1;44;0;170365;399,73;9;5,28
"LK Oberallgäu";221;1;7;0;155362;142,25;10;6,44
"LK Ostallgäu";554;3;39;0;140316;394,82;13;9,26
"LK Passau";647;5;31;0;192043;336,9;7;3,65
"LK Pfaffenhofen a.d.Ilm";405;0;21;0;127151;318,52;12;9,44
"LK Regen";201;0;12;0;77656;258,83;0;0
"LK Regensburg";533;3;15;0;193572;275,35;17;8,78
"LK Rhön-Grabfeld";208;0;8;0;79690;261,01;3;3,76
"LK Rosenheim";2370;6;199;0;260983;908,11;21;8,05
"LK Roth";312;0;7;0;126958;245,75;10;7,88
"LK Rottal-Inn";763;6;48;0;120659;632,36;15;12,43
"LK Schwandorf";530;0;20;0;147189;360,08;11;7,47
"LK Schweinfurt";559;0;25;0;115106;485,64;10;8,69
"LK Starnberg";638;13;13;0;136092;468,8;23;16,9
"LK Straubing-Bogen";573;0;29;0;100649;569,31;3;2,98
"LK Tirschenreuth";1141;0;138;0;72504;1573,71;1;1,38
"LK Traunstein";1337;1;88;0;177089;754,99;11;6,21
"LK Unterallgäu";308;9;14;0;144041;213,83;13;9,03
"LK Weilheim-Schongau";377;1;3;0;135348;278,54;4;2,96
"LK Weißenburg-Gunzenhausen";362;6;25;0;94393;383,5;16;16,95
"LK Wunsiedel i.Fichtelgebirge";682;4;41;0;73178;931,97;5;6,83
"LK Würzburg";466;7;7;0;161834;287,95;16;9,89
"SK Amberg";102;0;4;0;41970;243,03;6;14,3
"SK Ansbach";155;0;8;0;41847;370,4;0;0
"SK Aschaffenburg";144;2;1;0;70527;204,18;6;8,51
"SK Augsburg";648;22;16;0;295135;219,56;63;21,35
"SK Bamberg";221;4;22;0;77592;284,82;10;12,89
"SK Bayreuth";222;1;11;0;74657;297,36;9;12,06
"SK Coburg";130;5;3;0;41249;315,16;5;12,12
"SK Erlangen";293;1;11;0;111962;261,7;10;8,93
"SK Fürth";468;1;38;0;127748;366,35;17;13,31
"SK Hof";152;1;4;0;45930;330,94;6;13,06
"SK Ingolstadt";618;20;38;0;136981;451,16;42;30,66
"SK Kaufbeuren";119;0;5;0;43893;271,11;4;9,11
"SK Kempten";128;0;10;0;68907;185,76;7;10,16
"SK Landshut";307;1;9;0;72404;424,01;10;13,81
"SK Memmingen";71;1;0;0;43837;161,96;5;11,41
"SK München";7944;109;223;0;1471508;539,85;391;26,57
"SK Nürnberg";1339;25;52;0;518365;258,31;87;16,78
"SK Passau";155;3;18;0;52469;295,41;5;9,53
"SK Regensburg";755;4;10;0;152610;494,73;17;11,14
"SK Rosenheim";575;5;23;0;63324;908,03;20;31,58
"SK Schwabach";94;0;2;0;40792;230,44;2;4,9
"SK Schweinfurt";200;0;17;0;54032;370,15;5;9,25
"SK Straubing";459;3;48;0;47794;960,37;11;23,02
"SK Weiden i.d.OPf.";342;2;20;0;42520;804,33;3;7,06
"SK Würzburg";508;1;52;0;127880;397,25;4;3,13
