"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1284;1184;38;2506
"'10-19";2713;2624;36;5373
"20-29";5879;5410;70;11359
"30-39";4516;4363;54;8933
"40-49";4274;5013;38;9325
"50-59";5126;5548;17;10691
"60-69";2828;2457;6;5291
"70-79";2220;2117;4;4341
"80-89";1598;2560;0;4158
"90-99";256;843;0;1099
"100+";2;13;0;15
"Unbekannt";4;9;3;16
"Gesamt";30700;32141;266;63107
