"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21299;19731;2;820;41852
"'10-19";34165;32773;7;978;67923
"20-29";54561;49756;5;1593;105915
"30-39";47237;44188;9;1457;92891
"40-49";44225;46461;7;1347;92040
"50-59";51856;50637;7;1076;103576
"60-69";26346;24589;3;470;51408
"70-79";16275;17410;6;293;33984
"80-89";11590;20559;18;330;32497
"90-99";2128;7263;5;110;9506
"100+";25;154;0;5;184
"Unbekannt";34;37;0;10;81
"Gesamt";309741;313558;69;8489;NA
