"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";477;443;6;926
"'10-19";1066;1272;8;2346
"20-29";2681;2979;45;5705
"30-39";2565;2692;33;5290
"40-49";2714;3309;25;6048
"50-59";3732;4158;25;7915
"60-69";2190;1898;11;4099
"70-79";1771;1669;10;3450
"80-89";1255;1931;1;3187
"90-99";196;626;4;826
"100+";0;10;0;10
"Unbekannt";8;10;0;18
"Gesamt";18655;20997;168;39820
