"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";733;691;4;1428
"'10-19";1391;1558;2;2951
"20-29";3837;3725;4;7566
"30-39";3345;3270;6;6621
"40-49";3259;3934;1;7194
"50-59";4359;4924;1;9284
"60-69";2569;2221;1;4791
"70-79";2087;2000;1;4088
"80-89";1529;2471;0;4000
"90-99";248;814;1;1063
"100+";0;12;0;12
"Unbekannt";3;2;0;5
"Gesamt";23360;25622;21;49003
