"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3885;30;88;0;134655;2885,15;125;92,83
"LK Altötting";4524;32;192;2;111516;4056,82;158;141,68
"LK Amberg-Sulzbach";3976;44;134;0;103049;3858,36;268;260,07
"LK Ansbach";5967;54;153;0;184591;3232,55;323;174,98
"LK Aschaffenburg";6409;23;190;1;174200;3679,1;175;100,46
"LK Augsburg";8557;59;179;0;253468;3375,97;305;120,33
"LK Bad Kissingen";2668;23;87;1;103235;2584,39;91;88,15
"LK Bad Tölz-Wolfratshausen";3877;30;63;0;127917;3030,87;118;92,25
"LK Bamberg";4142;13;126;0;147163;2814,57;125;84,94
"LK Bayreuth";4013;34;143;1;103664;3871,16;178;171,71
"LK Berchtesgadener Land";4862;15;98;0;105929;4589,87;86;81,19
"LK Cham";5255;65;137;2;127998;4105,53;387;302,35
"LK Coburg";3530;14;142;0;86747;4069,3;76;87,61
"LK Dachau";6594;54;130;2;154899;4256,97;320;206,59
"LK Deggendorf";5067;41;130;1;119478;4240,95;232;194,18
"LK Dillingen a.d.Donau";2756;17;102;1;96562;2854,12;91;94,24
"LK Dingolfing-Landau";3857;15;78;0;96683;3989,33;168;173,76
"LK Donau-Ries";4207;28;143;0;133783;3144,64;216;161,46
"LK Ebersberg";5194;31;170;0;143649;3615,76;130;90,5
"LK Eichstätt";3819;25;71;0;132881;2874;228;171,58
"LK Erding";5608;49;104;1;138182;4058,42;129;93,36
"LK Erlangen-Höchstadt";4225;22;115;0;137262;3078,06;150;109,28
"LK Forchheim";3879;21;101;0;116203;3338,12;116;99,83
"LK Freising";6421;21;116;1;180007;3567,08;230;127,77
"LK Freyung-Grafenau";3994;14;111;0;78362;5096,86;115;146,75
"LK Fürstenfeldbruck";7805;44;127;2;219311;3558,87;259;118,1
"LK Fürth";4244;19;186;0;117853;3601,1;119;100,97
"LK Garmisch-Partenkirchen";2828;-3;81;0;88424;3198,23;75;84,82
"LK Günzburg";4765;12;95;0;127027;3751,17;113;88,96
"LK Haßberge";2787;45;72;1;84384;3302,76;138;163,54
"LK Hof";4677;22;118;-1;94801;4933,49;210;221,52
"LK Kelheim";4049;52;87;4;123058;3290,32;350;284,42
"LK Kitzingen";2424;34;81;0;91155;2659,21;111;121,77
"LK Kronach";2858;39;81;0;66743;4282,1;169;253,21
"LK Kulmbach";3247;56;99;0;71566;4537,07;222;310,2
"LK Landsberg a.Lech";3265;19;61;0;120302;2714;112;93,1
"LK Landshut";5839;23;154;0;159895;3651,77;232;145,1
"LK Lichtenfels";2561;10;67;0;66776;3835,21;119;178,21
"LK Lindau";2694;5;58;0;81981;3286,13;98;119,54
"LK Main-Spessart";3737;10;188;0;126158;2962,16;96;76,1
"LK Miesbach";3479;13;61;0;100010;3478,65;92;91,99
"LK Miltenberg";4643;10;116;2;128743;3606,41;105;81,56
"LK Mühldorf a.Inn";5211;43;133;1;115872;4497,2;183;157,93
"LK München";12379;1;275;0;350473;3532,08;306;87,31
"LK Neu-Ulm";5308;43;105;0;175204;3029,61;180;102,74
"LK Neuburg-Schrobenhausen";3117;29;65;0;97303;3203,4;133;136,69
"LK Neumarkt i.d.OPf.";4737;16;112;1;134573;3520,02;228;169,42
"LK Neustadt a.d.Aisch-Bad Windsheim";3119;13;89;0;101014;3087,69;98;97,02
"LK Neustadt a.d.Waldnaab";4591;27;153;0;94450;4860,77;111;117,52
"LK Nürnberger Land";5613;19;160;1;170792;3286,45;239;139,94
"LK Oberallgäu";4393;23;59;0;156008;2815,88;249;159,61
"LK Ostallgäu";5015;141;109;0;141182;3552,15;488;345,65
"LK Passau";11030;54;342;0;192656;5725,23;223;115,75
"LK Pfaffenhofen a.d.Ilm";4367;24;148;0;128227;3405,68;214;166,89
"LK Regen";4686;38;153;0;77410;6053,48;139;179,56
"LK Regensburg";5935;39;171;0;194070;3058,17;386;198,9
"LK Rhön-Grabfeld";2530;51;69;0;79635;3177;151;189,62
"LK Rosenheim";11711;30;431;0;261330;4481,31;263;100,64
"LK Roth";4604;25;162;1;126749;3632,38;239;188,56
"LK Rottal-Inn";5660;33;159;0;121502;4658,36;114;93,83
"LK Schwandorf";6659;58;132;4;147872;4503,22;389;263,07
"LK Schweinfurt";3656;0;115;0;115445;3166,88;76;65,83
"LK Starnberg";4173;19;107;0;136667;3053,41;156;114,15
"LK Straubing-Bogen";4042;33;124;0;101120;3997,23;137;135,48
"LK Tirschenreuth";4926;25;249;2;72046;6837,3;112;155,46
"LK Traunstein";8480;59;195;0;177319;4782,34;319;179,9
"LK Unterallgäu";4911;31;121;0;145341;3378,95;277;190,59
"LK Weilheim-Schongau";3780;27;58;0;135478;2790,12;174;128,43
"LK Weißenburg-Gunzenhausen";2926;20;106;0;94734;3088,65;147;155,17
"LK Wunsiedel i.Fichtelgebirge";4455;35;182;0;72655;6131,72;177;243,62
"LK Würzburg";3399;31;62;0;162302;2094,24;120;73,94
"SK Amberg";1315;17;19;0;42207;3115,6;80;189,54
"SK Ansbach";1396;8;42;0;41798;3339,87;25;59,81
"SK Aschaffenburg";2516;5;98;0;71002;3543,56;50;70,42
"SK Augsburg";13509;131;353;0;296582;4554,9;544;183,42
"SK Bamberg";2446;20;97;0;77373;3161,31;125;161,56
"SK Bayreuth";2706;22;100;0;74783;3618,47;128;171,16
"SK Coburg";1730;3;86;0;41072;4212,12;35;85,22
"SK Erlangen";3151;10;89;0;112528;2800,19;86;76,43
"SK Fürth";5606;35;182;0;128497;4362,75;213;165,76
"SK Hof";2922;32;91;0;45825;6376,43;159;346,97
"SK Ingolstadt";4501;14;92;0;137392;3276,03;149;108,45
"SK Kaufbeuren";1697;31;48;0;44398;3822,24;83;186,95
"SK Kempten";1874;8;34;0;69151;2710,01;137;198,12
"SK Landshut";3056;4;97;0;73411;4162,86;77;104,89
"SK Memmingen";1404;8;21;0;44100;3183,67;81;183,67
"SK München";58907;281;1114;3;1484226;3968,87;1487;100,19
"SK Nürnberg";26745;65;853;11;518370;5159,44;945;182,3
"SK Passau";3032;13;108;0;52803;5742,1;69;130,67
"SK Regensburg";5217;38;68;0;153094;3407,71;223;145,66
"SK Rosenheim";3257;9;55;0;63551;5125,02;69;108,57
"SK Schwabach";1743;7;100;0;40981;4253,19;51;124,45
"SK Schweinfurt";1811;0;62;0;53426;3389,74;71;132,89
"SK Straubing";1766;24;78;0;47791;3695,26;70;146,47
"SK Weiden i.d.OPf.";2411;4;71;0;42743;5640,69;48;112,3
"SK Würzburg";3346;17;100;0;127934;2615,41;93;72,69
