"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";799;738;5;1542
"'10-19";1456;1608;2;3066
"20-29";3973;3838;8;7819
"30-39";3445;3351;9;6805
"40-49";3331;3993;4;7328
"50-59";4434;4965;4;9403
"60-69";2601;2248;1;4850
"70-79";2104;2019;1;4124
"80-89";1537;2483;1;4021
"90-99";250;818;0;1068
"100+";0;12;0;12
"Unbekannt";3;4;0;7
"Gesamt";23933;26077;35;50045
