"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";750;33;20;0;134655;556,98;133;98,77
"LK Altötting";836;9;57;0;111516;749,67;56;50,22
"LK Amberg-Sulzbach";613;4;54;0;103049;594,86;36;34,93
"LK Ansbach";900;0;28;0;184591;487,56;104;56,34
"LK Aschaffenburg";925;0;42;0;174200;531;105;60,28
"LK Augsburg";1293;86;13;0;253468;510,12;292;115,2
"LK Bad Kissingen";366;5;18;0;103235;354,53;50;48,43
"LK Bad Tölz-Wolfratshausen";796;21;10;0;127917;622,28;83;64,89
"LK Bamberg";684;21;38;0;147163;464,79;86;58,44
"LK Bayreuth";561;5;28;0;103664;541,17;76;73,31
"LK Berchtesgadener Land";1001;0;26;0;105929;944,97;232;219,01
"LK Cham";773;42;21;0;127998;603,92;126;98,44
"LK Coburg";526;4;31;0;86747;606,36;60;69,17
"LK Dachau";1579;32;36;0;154899;1019,37;144;92,96
"LK Deggendorf";693;44;21;1;119478;580,02;118;98,76
"LK Dillingen a.d.Donau";503;13;29;0;96562;520,91;76;78,71
"LK Dingolfing-Landau";1130;11;11;0;96683;1168,77;75;77,57
"LK Donau-Ries";731;18;26;0;133783;546,41;139;103,9
"LK Ebersberg";1069;17;8;0;143649;744,18;141;98,16
"LK Eichstätt";586;4;20;0;132881;441;82;61,71
"LK Erding";1052;31;11;0;138182;761,31;102;73,82
"LK Erlangen-Höchstadt";532;9;11;0;137262;387,58;69;50,27
"LK Forchheim";423;13;4;0;116203;364,02;71;61,1
"LK Freising";1657;102;48;0;180007;920,52;174;96,66
"LK Freyung-Grafenau";362;32;14;0;78362;461,96;64;81,67
"LK Fürstenfeldbruck";1945;47;38;0;219311;886,87;207;94,39
"LK Fürth";777;10;60;0;117853;659,3;93;78,91
"LK Garmisch-Partenkirchen";511;1;20;0;88424;577,9;46;52,02
"LK Günzburg";639;49;4;0;127027;503,04;111;87,38
"LK Haßberge";362;19;6;0;84384;428,99;76;90,06
"LK Hof";640;12;32;0;94801;675,1;59;62,24
"LK Kelheim";764;4;36;0;123058;620,85;40;32,5
"LK Kitzingen";449;8;4;0;91155;492,57;103;112,99
"LK Kronach";249;8;3;0;66743;373,07;42;62,93
"LK Kulmbach";419;7;11;0;71566;585,47;70;97,81
"LK Landsberg a.Lech";677;36;10;0;120302;562,75;90;74,81
"LK Landshut";1173;46;34;0;159895;733,61;193;120,7
"LK Lichtenfels";495;15;18;1;66776;741,28;75;112,32
"LK Lindau";449;23;8;0;81981;547,69;61;74,41
"LK Main-Spessart";341;7;6;0;126158;270,3;52;41,22
