"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";883;812;12;1707
"'10-19";1689;1758;5;3452
"20-29";4396;4197;21;8614
"30-39";3684;3584;16;7284
"40-49";3560;4290;17;7867
"50-59";4603;5118;14;9735
"60-69";2662;2296;2;4960
"70-79";2133;2037;1;4171
"80-89";1557;2504;1;4062
"90-99";252;822;0;1074
"100+";0;16;0;16
"Unbekannt";5;5;17;27
"Gesamt";25424;27439;106;52969
