"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11111;10314;1;513;21939
"'10-19";20492;20201;4;631;41328
"20-29";35337;33086;5;1212;69640
"30-39";29746;28353;9;1116;59224
"40-49";27774;30609;4;1038;59425
"50-59";33473;34676;6;795;68950
"60-69";17680;16528;3;372;34583
"70-79";12080;13054;6;250;25390
"80-89";9619;17556;18;300;27493
"90-99";1869;6540;5;103;8517
"100+";48;153;0;6;207
"Unbekannt";118;126;0;46;290
"Gesamt";199347;211196;61;6382;416986
