"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";20066;18527;1;785;39379
"'10-19";32518;31367;5;955;64845
"20-29";52558;48052;5;1555;102170
"30-39";45562;42531;8;1438;89539
"40-49";42587;44833;6;1329;88755
"50-59";50093;49082;7;1053;100235
"60-69";25550;23814;3;457;49824
"70-79";15927;17046;6;293;33272
"80-89";11431;20306;18;328;32083
"90-99";2110;7195;5;109;9419
"100+";25;151;0;6;182
"Unbekannt";31;30;0;25;86
"Gesamt";298458;302934;64;8333;609789
