"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";834;776;8;1618
"'10-19";1525;1666;3;3194
"20-29";4104;3965;13;8082
"30-39";3569;3454;15;7038
"40-49";3446;4129;8;7583
"50-59";4518;5038;9;9565
"60-69";2631;2271;1;4903
"70-79";2115;2027;2;4144
"80-89";1549;2494;1;4044
"90-99";251;821;0;1072
"100+";0;13;0;13
"Unbekannt";3;5;14;22
"Gesamt";24545;26659;74;51278
