"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";277;272;7;556
"'10-19";636;704;7;1347
"20-29";1599;1749;31;3379
"30-39";1637;1622;23;3282
"40-49";1795;1980;25;3800
"50-59";2344;2375;23;4742
"60-69";1303;1060;15;2378
"70-79";1005;832;11;1848
"80-89";611;774;3;1388
"90-99";69;204;3;276
"100+";2;5;0;7
"Unbekannt";22;19;5;46
"Gesamt";11300;11596;153;23049
