"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";509;5;20;0;133596;381;8;5,99
"LK Altötting";755;0;57;0;111210;678,9;5;4,5
"LK Amberg-Sulzbach";553;2;54;0;103109;536,33;9;8,73
"LK Ansbach";712;0;28;0;183949;387,06;21;11,42
"LK Aschaffenburg";717;4;42;0;174208;411,58;14;8,04
"LK Augsburg";745;0;11;0;251534;296,18;7;2,78
"LK Bad Kissingen";296;1;18;0;103218;286,77;5;4,84
"LK Bad Tölz-Wolfratshausen";646;0;10;0;127227;507,75;4;3,14
"LK Bamberg";520;2;37;0;147086;353,53;15;10,2
"LK Bayreuth";457;1;28;0;103656;440,88;4;3,86
"LK Berchtesgadener Land";449;0;25;0;105722;424,7;4;3,78
"LK Cham";523;0;21;0;127882;408,97;14;10,95
"LK Coburg";449;1;30;0;86906;516,65;5;5,75
"LK Dachau";1262;0;34;0;153884;820,1;18;11,7
"LK Deggendorf";480;5;18;1;119326;402,26;18;15,08
"LK Dillingen a.d.Donau";386;1;29;0;96021;402;6;6,25
"LK Dingolfing-Landau";997;7;10;0;96217;1036,2;28;29,1
"LK Donau-Ries";507;4;26;0;133496;379,79;17;12,73
"LK Ebersberg";787;5;6;0;142142;553,67;31;21,81
"LK Eichstätt";435;2;20;0;132341;328,7;9;6,8
"LK Erding";877;6;11;0;137660;637,08;17;12,35
"LK Erlangen-Höchstadt";395;1;11;0;136271;289,86;13;9,54
"LK Forchheim";302;0;4;0;116099;260,12;6;5,17
"LK Freising";1360;15;47;1;179116;759,28;37;20,66
"LK Freyung-Grafenau";250;1;12;0;78355;319,06;3;3,83
"LK Fürstenfeldbruck";1375;17;36;0;219320;626,94;66;30,09
"LK Fürth";607;4;58;0;117387;517,09;11;9,37
"LK Garmisch-Partenkirchen";436;1;20;0;88467;492,84;8;9,04
"LK Günzburg";431;10;4;0;125747;342,75;23;18,29
