"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";793;733;5;1531
"'10-19";1452;1608;2;3062
"20-29";3962;3826;8;7796
"30-39";3435;3339;9;6783
"40-49";3325;3991;5;7321
"50-59";4422;4959;4;9385
"60-69";2600;2246;2;4848
"70-79";2104;2019;1;4124
"80-89";1538;2482;1;4021
"90-99";250;818;0;1068
"100+";0;12;0;12
"Unbekannt";3;4;0;7
"Gesamt";23884;26037;37;49958
