"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";9023;8373;0;415;17811
"'10-19";17022;16458;1;499;33980
"20-29";28632;26493;3;978;56106
"30-39";23693;22634;3;929;47259
"40-49";22168;24406;4;808;47386
"50-59";26655;27372;3;641;54671
"60-69";13803;12875;5;275;26958
"70-79";9428;10185;6;165;19784
"80-89";7183;13102;20;150;20455
"90-99";1412;4801;2;40;6255
"100+";36;121;0;7;164
"Unbekannt";127;145;0;54;326
"Gesamt";159182;166965;47;4961;331155
