"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22417;20779;1;722;43919
"'10-19";35609;34213;5;894;70721
"20-29";56270;51286;4;1465;109025
"30-39";48679;45574;5;1366;95624
"40-49";45445;47737;4;1239;94425
"50-59";52966;51722;6;970;105664
"60-69";26865;25063;2;427;52357
"70-79";16472;17667;2;260;34401
"80-89";11688;20792;12;289;32781
"90-99";2151;7349;2;85;9587
"100+";22;151;0;4;177
"Unbekannt";22;21;0;6;49
"Gesamt";318606;322354;43;7727;648730
