"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";164;10;3;0;133596;122,76;68;50,9
"LK Altötting";233;29;6;1;111210;209,51;138;124,09
"LK Amberg-Sulzbach";142;21;3;0;103109;137,72;86;83,41
"LK Ansbach";250;13;1;1;183949;135,91;130;70,67
"LK Aschaffenburg";210;23;12;2;174208;120,55;94;53,96
"LK Augsburg";217;0;0;0;251534;86,27;65;25,84
"LK Bad Kissingen";122;8;1;0;103218;118,2;68;65,88
"LK Bad Tölz-Wolfratshausen";241;5;3;1;127227;189,43;101;79,39
"LK Bamberg";248;8;6;0;147086;168,61;94;63,91
"LK Bayreuth";178;26;3;1;103656;171,72;88;84,9
"LK Berchtesgadener Land";140;11;3;0;105722;132,42;75;70,94
"LK Cham";261;18;4;0;127882;204,09;85;66,47
"LK Coburg";66;0;1;0;86906;75,94;27;31,07
"LK Dachau";390;0;4;0;153884;253,44;164;106,57
"LK Deggendorf";146;5;4;0;119326;122,35;34;28,49
"LK Dillingen a.d.Donau";80;6;1;0;96021;83,32;48;49,99
"LK Dingolfing-Landau";123;13;1;0;96217;127,84;46;47,81
"LK Donau-Ries";173;35;5;0;133496;129,59;107;80,15
"LK Ebersberg";265;23;0;0;142142;186,43;115;80,91
"LK Eichstätt";122;14;2;0;132341;92,19;70;52,89
"LK Erding";397;26;3;0;137660;288,39;146;106,06
"LK Erlangen-Höchstadt";112;25;1;0;136271;82,19;55;40,36
"LK Forchheim";132;11;2;0;116099;113,7;58;49,96
"LK Freising";643;28;13;0;179116;358,99;246;137,34
"LK Freyung-Grafenau";99;3;2;0;78355;126,35;37;47,22
"LK Fürstenfeldbruck";458;16;5;1;219320;208,83;182;82,98
"LK Fürth";236;57;4;0;117387;201,04;118;100,52
"LK Garmisch-Partenkirchen";177;38;1;0;88467;200,07;89;100,6
"LK Günzburg";138;0;1;0;125747;109,74;69;54,87
"LK Haßberge";79;2;0;0;84599;93,38;39;46,1
"LK Hof";183;17;1;0;95311;192;106;111,21
"LK Kelheim";235;20;8;1;122258;192,22;134;109,6
"LK Kitzingen";49;12;0;0;90909;53,9;20;22
"LK Kronach";61;3;0;0;67135;90,86;17;25,32
"LK Kulmbach";99;8;2;0;71845;137,8;30;41,76
"LK Landsberg a.Lech";206;22;4;0;120071;171,57;96;79,95
"LK Landshut";368;20;9;1;158698;231,89;163;102,71
"LK Lichtenfels";115;4;1;0;66838;172,06;58;86,78
"LK Lindau";176;9;3;1;81669;215,5;76;93,06
"LK Main-Spessart";91;5;2;0;126365;72,01;42;33,24
"LK Miesbach";380;21;1;0;99726;381,04;142;142,39
"LK Miltenberg";148;0;0;0;128756;114,95;72;55,92
"LK Mühldorf a.Inn";269;49;4;0;115250;233,41;166;144,03
"LK München";833;103;8;1;348871;238,77;303;86,85
"LK Neu-Ulm";219;8;2;0;174200;125,72;106;60,85
"LK Neuburg-Schrobenhausen";118;10;0;0;96680;122,05;56;57,92
"LK Neumarkt i.d.OPf.";138;7;2;0;133561;103,32;69;51,66
"LK Neustadt a.d.Aisch-Bad Windsheim";79;5;2;1;100364;78,71;34;33,88
"LK Neustadt a.d.Waldnaab";373;30;10;0;94352;395,33;247;261,79
"LK Nürnberger Land";298;48;10;1;170365;174,92;152;89,22
"LK Oberallgäu";121;11;3;0;155362;77,88;44;28,32
"LK Ostallgäu";280;22;6;1;140316;199,55;159;113,32
"LK Passau";239;21;7;0;192043;124,45;143;74,46
"LK Pfaffenhofen a.d.Ilm";183;15;2;0;127151;143,92;105;82,58
"LK Regen";79;9;0;0;77656;101,73;39;50,22
"LK Regensburg";239;22;0;0;193572;123,47;102;52,69
"LK Rhön-Grabfeld";67;8;0;0;79690;84,08;33;41,41
"LK Rosenheim";1093;85;25;4;260983;418,8;473;181,24
"LK Roth";158;0;1;0;126958;124,45;67;52,77
"LK Rottal-Inn";394;24;11;2;120659;326,54;202;167,41
"LK Schwandorf";216;28;4;1;147189;146,75;136;92,4
"LK Schweinfurt";181;11;0;0;115106;157,25;101;87,75
"LK Starnberg";346;0;2;0;136092;254,24;109;80,09
"LK Straubing-Bogen";198;16;7;1;100649;196,72;125;124,19
"LK Tirschenreuth";722;54;40;5;72504;995,81;378;521,35
"LK Traunstein";403;56;7;1;177089;227,57;235;132,7
"LK Unterallgäu";169;14;3;0;144041;117,33;72;49,99
"LK Weilheim-Schongau";273;11;1;0;135348;201,7;107;79,06
"LK Weißenburg-Gunzenhausen";142;6;2;0;94393;150,43;63;66,74
"LK Wunsiedel i.Fichtelgebirge";351;62;8;0;73178;479,65;190;259,64
"LK Würzburg";259;12;0;0;161834;160,04;87;53,76
"SK Amberg";34;8;1;0;41970;81,01;25;59,57
"SK Ansbach";41;7;0;0;41847;97,98;22;52,57
"SK Aschaffenburg";66;3;0;0;70527;93,58;20;28,36
"SK Augsburg";218;24;3;0;295135;73,86;99;33,54
"SK Bamberg";88;1;0;0;77592;113,41;27;34,8
"SK Bayreuth";86;13;1;0;74657;115,19;42;56,26
"SK Coburg";23;0;0;0;41249;55,76;7;16,97
"SK Erlangen";92;20;1;0;111962;82,17;41;36,62
"SK Fürth";143;41;2;1;127748;111,94;59;46,18
"SK Hof";60;8;1;0;45930;130,63;36;78,38
"SK Ingolstadt";171;33;3;0;136981;124,83;116;84,68
"SK Kaufbeuren";52;7;0;0;43893;118,47;30;68,35
"SK Kempten";51;3;3;0;68907;74,01;17;24,67
"SK Landshut";153;6;3;0;72404;211,31;79;109,11
"SK Memmingen";31;0;0;0;43837;70,72;4;9,12
"SK München";3370;322;10;4;1471508;229,02;1043;70,88
"SK Nürnberg";372;14;5;0;518365;71,76;176;33,95
"SK Passau";71;11;2;0;52469;135,32;41;78,14
"SK Regensburg";238;16;3;2;152610;155,95;91;59,63
"SK Rosenheim";182;29;4;3;63324;287,41;66;104,23
"SK Schwabach";40;0;0;0;40792;98,06;20;49,03
"SK Schweinfurt";67;5;6;1;54032;124;42;77,73
"SK Straubing";153;12;5;1;47794;320,12;84;175,75
