"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";5447;5077;0;224;10748
"'10-19";10979;10405;0;295;21679
"20-29";19312;17420;1;538;37271
"30-39";15494;14059;1;491;30045
"40-49";14312;15205;4;431;29952
"50-59";16925;16616;2;303;33846
"60-69";8525;7795;3;142;16465
"70-79";5748;5797;0;71;11616
"80-89";3846;6572;0;45;10463
"90-99";678;2224;0;15;2917
"100+";14;57;0;1;72
"Unbekannt";69;54;0;213;336
"Gesamt";101349;101281;11;2769;205410
