"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";4072;3776;0;172;8020
"'10-19";8692;8213;0;222;17127
"20-29";15912;14340;1;419;30672
"30-39";12574;11287;1;400;24262
"40-49";11514;12191;3;340;24048
"50-59";13722;13407;2;242;27373
"60-69";6919;6198;3;105;13225
"70-79";4673;4661;0;57;9391
"80-89";3052;4889;0;39;7980
"90-99";492;1583;0;10;2085
"100+";11;41;0;1;53
"Unbekannt";74;69;0;178;321
"Gesamt";81707;80655;10;2185;164557
