"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";560;0;20;0;134655;415,88;33;24,51
"LK Altötting";762;1;57;0;111516;683,31;5;4,48
"LK Amberg-Sulzbach";563;2;54;0;103049;546,34;5;4,85
"LK Ansbach";749;7;28;0;184591;405,76;27;14,63
"LK Aschaffenburg";767;11;42;0;174200;440,3;35;20,09
"LK Augsburg";902;24;11;0;253468;355,86;96;37,87
"LK Bad Kissingen";308;1;18;0;103235;298,35;12;11,62
"LK Bad Tölz-Wolfratshausen";679;5;10;0;127917;530,81;24;18,76
"LK Bamberg";565;8;38;0;147163;383,93;32;21,74
"LK Bayreuth";468;3;28;0;103664;451,46;8;7,72
"LK Berchtesgadener Land";534;0;25;0;105929;504,11;77;72,69
"LK Cham";594;16;21;0;127998;464,07;44;34,38
"LK Coburg";460;1;30;0;86747;530,28;10;11,53
"LK Dachau";1344;13;35;0;154899;867,66;60;38,73
"LK Deggendorf";541;17;20;0;119478;452,8;52;43,52
"LK Dillingen a.d.Donau";406;7;29;0;96562;420,46;18;18,64
"LK Dingolfing-Landau";1032;6;11;1;96683;1067,41;24;24,82
"LK Donau-Ries";540;3;26;0;133783;403,64;29;21,68
"LK Ebersberg";887;20;7;1;143649;617,48;80;55,69
"LK Eichstätt";463;9;20;0;132881;348,43;25;18,81
"LK Erding";918;8;11;0;138182;664,34;27;19,54
"LK Erlangen-Höchstadt";436;10;11;0;137262;317,64;25;18,21
"LK Forchheim";334;7;4;0;116203;287,43;27;23,24
"LK Freising";1414;31;47;0;180007;785,53;46;25,55
"LK Freyung-Grafenau";280;1;12;0;78362;357,32;23;29,35
"LK Fürstenfeldbruck";1553;17;36;0;219311;708,13;127;57,91
"LK Fürth";657;7;58;0;117853;557,47;31;26,3
"LK Garmisch-Partenkirchen";447;5;20;0;88424;505,52;8;9,05
"LK Günzburg";470;3;4;0;127027;370;26;20,47
"LK Haßberge";255;4;6;0;84384;302,19;12;14,22
"LK Hof";570;1;32;0;94801;601,26;17;17,93
"LK Kelheim";699;4;35;0;123058;568,02;17;13,81
"LK Kitzingen";313;5;4;0;91155;343,37;11;12,07
"LK Kronach";203;4;3;0;66743;304,15;7;10,49
"LK Kulmbach";329;3;11;0;71566;459,72;7;9,78
"LK Landsberg a.Lech";531;9;10;0;120302;441,39;37;30,76
"LK Landshut";926;17;34;0;159895;579,13;56;35,02
"LK Lichtenfels";404;3;17;0;66776;605,01;18;26,96
"LK Lindau";352;4;8;0;81981;429,37;24;29,28
"LK Main-Spessart";274;4;6;0;126158;217,19;18;14,27
"LK Miesbach";810;8;11;0;100010;809,92;29;29
"LK Miltenberg";504;12;7;0;128743;391,48;40;31,07
"LK Mühldorf a.Inn";755;48;27;0;115872;651,58;85;73,36
"LK München";2320;27;96;0;350473;661,96;135;38,52
"LK Neu-Ulm";919;6;26;0;175204;524,53;72;41,09
"LK Neuburg-Schrobenhausen";491;14;18;0;97303;504,61;47;48,3
"LK Neumarkt i.d.OPf.";609;6;17;0;134573;452,54;28;20,81
"LK Neustadt a.d.Aisch-Bad Windsheim";307;1;6;0;101014;303,92;3;2,97
"LK Neustadt a.d.Waldnaab";975;11;74;0;94450;1032,29;36;38,12
"LK Nürnberger Land";849;17;44;0;170792;497,1;47;27,52
"LK Oberallgäu";337;9;8;0;156008;216,01;35;22,43
"LK Ostallgäu";765;11;40;0;141182;541,85;40;28,33
"LK Passau";906;15;31;0;192656;470,27;65;33,74
"LK Pfaffenhofen a.d.Ilm";566;18;22;0;128227;441,4;33;25,74
"LK Regen";322;10;12;0;77410;415,97;71;91,72
"LK Regensburg";816;10;17;1;194070;420,47;41;21,13
"LK Rhön-Grabfeld";320;2;8;0;79635;401,83;12;15,07
"LK Rosenheim";2808;43;199;0;261330;1074,5;140;53,57
"LK Roth";390;0;7;0;126749;307,69;9;7,1
"LK Rottal-Inn";1015;40;51;0;121502;835,38;99;81,48
"LK Schwandorf";634;3;21;1;147872;428,75;22;14,88
"LK Schweinfurt";774;13;25;0;115445;670,45;70;60,63
"LK Starnberg";867;20;13;0;136667;634,39;52;38,05
"LK Straubing-Bogen";653;8;29;0;101120;645,77;16;15,82
"LK Tirschenreuth";1269;11;139;0;72046;1761,37;35;48,58
"LK Traunstein";1525;15;88;0;177319;860,03;35;19,74
"LK Unterallgäu";570;23;17;0;145341;392,18;47;32,34
"LK Weilheim-Schongau";522;7;3;0;135478;385,3;30;22,14
"LK Weißenburg-Gunzenhausen";465;2;25;0;94734;490,85;6;6,33
"LK Wunsiedel i.Fichtelgebirge";801;1;46;1;72655;1102,47;16;22,02
"LK Würzburg";704;5;7;0;162302;433,76;27;16,64
"SK Amberg";154;2;4;0;42207;364,87;14;33,17
"SK Ansbach";207;1;8;0;41798;495,24;8;19,14
"SK Aschaffenburg";211;2;1;0;71002;297,17;11;15,49
"SK Augsburg";1327;37;16;0;296582;447,43;185;62,38
"SK Bamberg";287;6;22;0;77373;370,93;15;19,39
"SK Bayreuth";304;4;11;0;74783;406,51;18;24,07
"SK Coburg";152;1;4;0;41072;370,08;3;7,3
"SK Erlangen";447;13;12;0;112528;397,23;39;34,66
"SK Fürth";651;3;38;0;128497;506,63;17;13,23
"SK Hof";195;1;5;0;45825;425,53;4;8,73
"SK Ingolstadt";894;10;39;0;137392;650,69;55;40,03
"SK Kaufbeuren";219;2;9;0;44398;493,27;11;24,78
"SK Kempten";204;0;10;0;69151;295,01;9;13,01
"SK Landshut";476;0;9;0;73411;648,4;7;9,54
"SK Memmingen";184;0;1;0;44100;417,23;21;47,62
"SK München";12955;165;232;0;1484226;872,85;810;54,57
"SK Nürnberg";2442;45;54;1;518370;471,09;222;42,83
"SK Passau";240;2;18;0;52803;454,52;10;18,94
"SK Regensburg";1017;8;10;0;153094;664,3;59;38,54
"SK Rosenheim";798;7;23;0;63551;1255,68;42;66,09
"SK Schwabach";141;0;2;0;40981;344,06;11;26,84
