"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22394;20747;1;726;43868
"'10-19";35528;34138;5;896;70567
"20-29";56139;51180;4;1465;108788
"30-39";48596;45522;5;1367;95490
"40-49";45396;47676;4;1242;94318
"50-59";52935;51687;6;971;105599
"60-69";26848;25042;2;429;52321
"70-79";16470;17659;2;261;34392
"80-89";11685;20790;12;289;32776
"90-99";2149;7345;2;86;9582
"100+";24;153;0;4;181
"Unbekannt";22;22;0;6;50
"Gesamt";318186;321961;43;7742;647932
