"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10945;10170;1;508;21624
"'10-19";20287;19976;3;616;40882
"20-29";34896;32647;5;1199;68747
"30-39";29340;28001;9;1110;58460
"40-49";27392;30254;4;1031;58681
"50-59";32991;34191;6;783;67971
"60-69";17420;16302;3;370;34095
"70-79";11923;12883;6;251;25063
"80-89";9512;17348;18;288;27166
"90-99";1850;6472;5;100;8427
"100+";46;155;0;6;207
"Unbekannt";122;126;0;49;297
"Gesamt";196724;208525;60;6311;411620
