"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";390;0;20;0;133596;291,92;0;0
"LK Altötting";605;0;53;0;111210;544,02;0;0
"LK Amberg-Sulzbach";496;0;54;0;103109;481,04;0;0
"LK Ansbach";604;0;28;0;183949;328,35;0;0
"LK Aschaffenburg";544;1;41;0;174208;312,27;3;1,72
"LK Augsburg";395;0;10;0;251534;157,04;6;2,39
"LK Bad Kissingen";257;0;18;0;103218;248,99;0;0
"LK Bad Tölz-Wolfratshausen";458;0;10;0;127227;359,99;22;17,29
"LK Bamberg";431;0;36;0;147086;293,03;1;0,68
"LK Bayreuth";429;0;28;0;103656;413,87;0;0
"LK Berchtesgadener Land";324;-5;25;0;105722;306,46;4;3,78
"LK Cham";431;0;21;0;127882;337,03;0;0
"LK Coburg";378;3;30;0;86906;434,95;5;5,75
"LK Dachau";932;0;30;0;153884;605,65;4;2,6
"LK Deggendorf";330;0;15;0;119326;276,55;2;1,68
"LK Dillingen a.d.Donau";266;0;29;0;96021;277,02;0;0
"LK Dingolfing-Landau";252;1;10;1;96217;261,91;13;13,51
"LK Donau-Ries";357;0;23;0;133496;267,42;1;0,75
"LK Ebersberg";520;0;5;0;142142;365,83;3;2,11
"LK Eichstätt";305;0;18;0;132341;230,47;0;0
"LK Erding";668;0;11;0;137660;485,25;24;17,43
"LK Erlangen-Höchstadt";253;1;11;0;136271;185,66;6;4,4
"LK Forchheim";208;0;4;0;116099;179,16;1;0,86
"LK Freising";976;1;43;0;179116;544,9;4;2,23
"LK Freyung-Grafenau";196;0;12;0;78355;250,14;0;0
"LK Fürstenfeldbruck";928;0;36;0;219320;423,13;10;4,56
"LK Fürth";493;1;58;0;117387;419,98;1;0,85
"LK Garmisch-Partenkirchen";293;0;18;0;88467;331,2;0;0
"LK Günzburg";238;0;4;0;125747;189,27;0;0
"LK Haßberge";167;2;6;0;84599;197,4;3;3,55
"LK Hof";427;0;32;0;95311;448,01;1;1,05
"LK Kelheim";463;0;35;0;122258;378,71;7;5,73
"LK Kitzingen";194;1;3;0;90909;213,4;2;2,2
"LK Kronach";169;0;3;0;67135;251,73;1;1,49
"LK Kulmbach";246;0;11;0;71845;342,4;0;0
"LK Landsberg a.Lech";372;0;10;0;120071;309,82;1;0,83
"LK Landshut";685;0;31;0;158698;431,64;13;8,19
"LK Lichtenfels";304;0;17;0;66838;454,83;1;1,5
"LK Lindau";244;0;8;0;81669;298,77;0;0
"LK Main-Spessart";158;1;6;0;126365;125,03;1;0,79
"LK Miesbach";592;1;11;0;99726;593,63;3;3,01
"LK Miltenberg";308;0;5;0;128756;239,21;1;0,78
"LK Mühldorf a.Inn";499;0;27;0;115250;432,97;0;0
"LK München";1466;1;91;0;348871;420,21;18;5,16
"LK Neu-Ulm";442;1;26;0;174200;253,73;3;1,72
"LK Neuburg-Schrobenhausen";331;0;18;0;96680;342,37;0;0
"LK Neumarkt i.d.OPf.";394;0;17;0;133561;295;1;0,75
"LK Neustadt a.d.Aisch-Bad Windsheim";253;1;6;0;100364;252,08;4;3,99
"LK Neustadt a.d.Waldnaab";837;0;73;0;94352;887,1;4;4,24
"LK Nürnberger Land";639;0;44;0;170365;375,08;0;0
"LK Oberallgäu";191;0;7;0;155362;122,94;1;0,64
"LK Ostallgäu";521;1;39;0;140316;371,3;8;5,7
"LK Passau";609;0;29;0;192043;317,12;2;1,04
"LK Pfaffenhofen a.d.Ilm";384;0;21;0;127151;302;1;0,79
"LK Regen";196;0;11;0;77656;252,4;0;0
"LK Regensburg";510;0;15;0;193572;263,47;2;1,03
"LK Rhön-Grabfeld";199;1;8;0;79690;249,72;2;2,51
"LK Rosenheim";2305;5;197;0;260983;883,2;17;6,51
"LK Roth";286;0;7;0;126958;225,27;0;0
"LK Rottal-Inn";736;0;48;0;120659;609,98;2;1,66
"LK Schwandorf";507;0;20;0;147189;344,46;0;0
"LK Schweinfurt";520;0;25;0;115106;451,76;2;1,74
"LK Starnberg";589;4;13;0;136092;432,8;18;13,23
"LK Straubing-Bogen";555;0;29;0;100649;551,42;2;1,99
"LK Tirschenreuth";1141;0;138;0;72504;1573,71;1;1,38
"LK Traunstein";1306;0;88;0;177089;737,48;1;0,56
"LK Unterallgäu";281;8;14;0;144041;195,08;9;6,25
"LK Weilheim-Schongau";356;0;3;0;135348;263,03;0;0
"LK Weißenburg-Gunzenhausen";335;0;25;0;94393;354,9;0;0
"LK Wunsiedel i.Fichtelgebirge";661;0;40;0;73178;903,28;1;1,37
"LK Würzburg";416;3;7;0;161834;257,05;5;3,09
"SK Amberg";90;0;4;0;41970;214,44;1;2,38
"SK Ansbach";153;0;8;0;41847;365,62;2;4,78
"SK Aschaffenburg";122;1;1;0;70527;172,98;6;8,51
"SK Augsburg";467;4;15;0;295135;158,23;26;8,81
"SK Bamberg";202;0;22;0;77592;260,34;0;0
"SK Bayreuth";210;1;11;0;74657;281,29;1;1,34
"SK Coburg";116;0;2;0;41249;281,22;0;0
"SK Erlangen";264;3;11;0;111962;235,79;4;3,57
"SK Fürth";429;2;38;0;127748;335,82;8;6,26
"SK Hof";142;0;4;0;45930;309,17;0;0
"SK Ingolstadt";490;0;38;0;136981;357,71;3;2,19
"SK Kaufbeuren";111;0;5;0;43893;252,89;0;0
"SK Kempten";102;0;10;0;68907;148,03;0;0
"SK Landshut";283;0;9;0;72404;390,86;3;4,14
"SK Memmingen";56;1;0;0;43837;127,75;3;6,84
"SK München";6923;32;221;-1;1471508;470,47;116;7,88
"SK Nürnberg";1135;4;50;0;518365;218,96;13;2,51
"SK Passau";139;0;18;0;52469;264,92;1;1,91
"SK Regensburg";698;2;10;0;152610;457,38;17;11,14
"SK Rosenheim";524;0;23;0;63324;827,49;5;7,9
"SK Schwabach";81;0;2;0;40792;198,57;1;2,45
"SK Schweinfurt";187;0;17;0;54032;346,09;3;5,55
"SK Straubing";435;2;48;0;47794;910,16;6;12,55
"SK Weiden i.d.OPf.";339;0;20;0;42520;797,27;2;4,7
"SK Würzburg";489;0;52;0;127880;382,39;0;0
