"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";8594;7968;0;378;16940
"'10-19";16227;15669;0;480;32376
"20-29";27208;24938;2;906;53054
"30-39";22411;21241;3;855;44510
"40-49";20947;22919;3;756;44625
"50-59";25081;25593;3;596;51273
"60-69";12889;12020;3;254;25166
"70-79";8792;9424;1;150;18367
"80-89";6591;11950;4;126;18671
"90-99";1300;4318;1;37;5656
"100+";32;107;0;6;145
"Unbekannt";122;127;0;49;298
"Gesamt";150194;156274;20;4593;311081
