"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";7009;6450;0;306;13765
"'10-19";13641;13022;0;394;27057
"20-29";22976;20814;2;703;44495
"30-39";18660;17357;2;657;36676
"40-49";17520;18700;3;593;36816
"50-59";20615;20633;2;423;41673
"60-69";10484;9616;3;187;20290
"70-79";7049;7341;0;112;14502
"80-89";5004;8911;1;74;13990
"90-99";938;3165;0;26;4129
"100+";19;83;0;4;106
"Unbekannt";92;84;0;40;216
"Gesamt";124007;126176;13;3519;253715
