"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";284;3;20;0;133596;212,58;11;8,23
"LK Altötting";586;2;34;1;111210;526,93;26;23,38
"LK Amberg-Sulzbach";450;4;43;1;103109;436,43;21;20,37
"LK Ansbach";538;3;19;3;183949;292,47;44;23,92
"LK Aschaffenburg";488;3;29;2;174208;280,12;21;12,05
"LK Augsburg";363;2;7;1;251534;144,31;9;3,58
"LK Bad Kissingen";234;6;17;1;103218;226,7;18;17,44
"LK Bad Tölz-Wolfratshausen";406;3;10;0;127227;319,11;11;8,65
"LK Bamberg";389;5;34;0;147086;264,47;17;11,56
"LK Bayreuth";389;5;13;3;103656;375,28;15;14,47
"LK Berchtesgadener Land";269;0;14;0;105722;254,44;6;5,68
"LK Cham";405;4;17;0;127882;316,7;20;15,64
"LK Coburg";194;9;8;1;86906;223,23;30;34,52
"LK Dachau";854;13;21;1;153884;554,96;54;35,09
"LK Deggendorf";268;3;11;1;119326;224,59;21;17,6
"LK Dillingen a.d.Donau";247;3;20;1;96021;257,24;34;35,41
"LK Dingolfing-Landau";192;3;4;0;96217;199,55;9;9,35
"LK Donau-Ries";335;4;22;0;133496;250,94;20;14,98
"LK Ebersberg";456;-1;5;0;142142;320,81;36;25,33
"LK Eichstätt";269;2;16;0;132341;203,26;16;12,09
"LK Erding";585;0;8;0;137660;424,96;20;14,53
"LK Erlangen-Höchstadt";200;-1;6;0;136271;146,77;3;2,2
"LK Forchheim";196;0;4;0;116099;168,82;1;0,86
"LK Freising";942;3;35;0;179116;525,92;26;14,52
"LK Freyung-Grafenau";182;1;11;0;78355;232,28;20;25,52
"LK Fürstenfeldbruck";801;8;32;1;219320;365,22;39;17,78
"LK Fürth";470;3;52;0;117387;400,39;12;10,22
"LK Garmisch-Partenkirchen";264;0;15;0;88467;298,42;9;10,17
"LK Günzburg";221;0;2;0;125747;175,75;6;4,77
"LK Haßberge";150;0;4;0;84599;177,31;6;7,09
"LK Hof";390;2;25;1;95311;409,19;22;23,08
"LK Kelheim";434;2;32;0;122258;354,99;13;10,63
"LK Kitzingen";176;4;3;0;90909;193,6;38;41,8
"LK Kronach";137;2;3;0;67135;204,07;8;11,92
"LK Kulmbach";212;6;11;0;71845;295,08;24;33,41
"LK Landsberg a.Lech";331;1;10;0;120071;275,67;8;6,66
"LK Landshut";643;0;27;0;158698;405,17;21;13,23
"LK Lichtenfels";200;2;2;0;66838;299,23;9;13,47
"LK Lindau";239;0;6;0;81669;292,64;2;2,45
"LK Main-Spessart";147;1;6;0;126365;116,33;3;2,37
"LK Miesbach";516;4;7;0;99726;517,42;28;28,08
"LK Miltenberg";272;4;4;0;128756;211,25;17;13,2
"LK Mühldorf a.Inn";482;4;20;0;115250;418,22;26;22,56
"LK München";1286;7;33;0;348871;368,62;66;18,92
"LK Neu-Ulm";407;2;18;0;174200;233,64;11;6,31
"LK Neuburg-Schrobenhausen";268;3;13;1;96680;277,2;23;23,79
"LK Neumarkt i.d.OPf.";345;4;12;0;133561;258,31;30;22,46
"LK Neustadt a.d.Aisch-Bad Windsheim";218;0;6;0;100364;217,21;4;3,99
"LK Neustadt a.d.Waldnaab";777;6;49;3;94352;823,51;46;48,75
"LK Nürnberger Land";593;1;36;0;170365;348,08;11;6,46
