"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";470;2;20;0;133596;351,81;11;8,23
"LK Altötting";748;1;55;0;111210;672,6;13;11,69
"LK Amberg-Sulzbach";525;0;54;0;103109;509,17;7;6,79
"LK Ansbach";669;5;28;0;183949;363,69;19;10,33
"LK Aschaffenburg";660;1;42;0;174208;378,86;14;8,04
"LK Augsburg";656;9;11;0;251534;260,8;34;13,52
"LK Bad Kissingen";284;0;18;0;103218;275,15;1;0,97
"LK Bad Tölz-Wolfratshausen";621;1;10;0;127227;488,1;10;7,86
"LK Bamberg";473;3;37;0;147086;321,58;11;7,48
"LK Bayreuth";446;0;28;0;103656;430,27;3;2,89
"LK Berchtesgadener Land";415;9;25;0;105722;392,54;17;16,08
"LK Cham";497;6;21;0;127882;388,64;20;15,64
"LK Coburg";435;1;30;0;86906;500,54;4;4,6
"LK Dachau";1186;9;34;0;153884;770,71;29;18,85
"LK Deggendorf";436;8;15;0;119326;365,39;21;17,6
"LK Dillingen a.d.Donau";363;1;29;0;96021;378,04;4;4,17
"LK Dingolfing-Landau";881;3;10;0;96217;915,64;13;13,51
"LK Donau-Ries";446;1;23;0;133496;334,09;10;7,49
"LK Ebersberg";703;9;5;0;142142;494,58;33;23,22
"LK Eichstätt";408;1;20;0;132341;308,29;12;9,07
"LK Erding";817;2;11;0;137660;593,49;12;8,72
"LK Erlangen-Höchstadt";356;4;11;0;136271;261,24;12;8,81
"LK Forchheim";283;0;4;0;116099;243,76;11;9,47
"LK Freising";1244;5;46;0;179116;694,52;48;26,8
"LK Freyung-Grafenau";215;0;12;0;78355;274,39;8;10,21
"LK Fürstenfeldbruck";1162;6;36;0;219320;529,82;19;8,66
"LK Fürth";565;0;58;0;117387;481,31;11;9,37
"LK Garmisch-Partenkirchen";398;2;18;0;88467;449,89;51;57,65
"LK Günzburg";363;0;4;0;125747;288,67;8;6,36
"LK Haßberge";197;2;6;0;84599;232,86;5;5,91
"LK Hof";527;8;32;0;95311;552,93;17;17,84
"LK Kelheim";644;1;35;0;122258;526,75;20;16,36
"LK Kitzingen";253;0;4;0;90909;278,3;12;13,2
"LK Kronach";184;0;3;0;67135;274,07;4;5,96
"LK Kulmbach";298;8;11;0;71845;414,78;39;54,28
"LK Landsberg a.Lech";462;0;10;0;120071;384,77;12;9,99
"LK Landshut";834;-1;31;0;158698;525,53;16;10,08
"LK Lichtenfels";352;3;17;0;66838;526,65;11;16,46
"LK Lindau";288;1;8;0;81669;352,64;6;7,35
"LK Main-Spessart";209;1;6;0;126365;165,39;13;10,29
"LK Miesbach";711;2;11;0;99726;712,95;29;29,08
"LK Miltenberg";399;6;5;0;128756;309,89;24;18,64
"LK Mühldorf a.Inn";627;0;27;0;115250;544,03;13;11,28
"LK München";1882;12;96;0;348871;539,45;66;18,92
"LK Neu-Ulm";693;9;26;0;174200;397,82;60;34,44
"LK Neuburg-Schrobenhausen";410;-1;18;0;96680;424,08;10;10,34
"LK Neumarkt i.d.OPf.";523;1;17;0;133561;391,58;24;17,97
"LK Neustadt a.d.Aisch-Bad Windsheim";277;-1;6;0;100364;276;0;0
"LK Neustadt a.d.Waldnaab";872;2;73;0;94352;924,2;9;9,54
"LK Nürnberger Land";751;5;44;0;170365;440,82;14;8,22
"LK Oberallgäu";251;2;7;0;155362;161,56;9;5,79
"LK Ostallgäu";657;10;39;0;140316;468,23;39;27,79
"LK Passau";758;9;31;0;192043;394,7;57;29,68
"LK Pfaffenhofen a.d.Ilm";474;3;21;0;127151;372,79;19;14,94
"LK Regen";234;3;12;0;77656;301,33;11;14,17
"LK Regensburg";655;5;16;0;193572;338,38;22;11,37
"LK Rhön-Grabfeld";221;1;8;0;79690;277,32;3;3,76
"LK Rosenheim";2515;7;199;0;260983;963,66;36;13,79
"LK Roth";344;0;7;0;126958;270,96;6;4,73
"LK Rottal-Inn";838;8;50;0;120659;694,52;23;19,06
"LK Schwandorf";578;1;20;0;147189;392,69;6;4,08
"LK Schweinfurt";610;0;25;0;115106;529,95;12;10,43
"LK Starnberg";735;4;13;0;136092;540,08;28;20,57
"LK Straubing-Bogen";604;3;29;0;100649;600,11;14;13,91
"LK Tirschenreuth";1177;3;139;0;72504;1623,36;14;19,31
"LK Traunstein";1424;4;88;0;177089;804,12;17;9,6
"LK Unterallgäu";404;12;15;0;144041;280,48;52;36,1
"LK Weilheim-Schongau";436;3;3;0;135348;322,13;20;14,78
"LK Weißenburg-Gunzenhausen";441;2;25;0;94393;467,2;10;10,59
"LK Wunsiedel i.Fichtelgebirge";709;0;41;0;73178;968,87;15;20,5
"LK Würzburg";586;19;7;0;161834;362,1;69;42,64
"SK Amberg";107;0;4;0;41970;254,94;1;2,38
"SK Ansbach";178;0;8;0;41847;425,36;2;4,78
"SK Aschaffenburg";164;1;1;0;70527;232,54;8;11,34
"SK Augsburg";906;14;16;0;295135;306,98;43;14,57
"SK Bamberg";237;-1;22;0;77592;305,44;5;6,44
"SK Bayreuth";237;1;11;0;74657;317,45;4;5,36
"SK Coburg";139;1;4;0;41249;336,98;3;7,27
"SK Erlangen";357;7;11;0;111962;318,86;19;16,97
"SK Fürth";537;0;38;0;127748;420,36;15;11,74
"SK Hof";174;1;5;0;45930;378,84;7;15,24
"SK Ingolstadt";754;9;38;0;136981;550,44;29;21,17
"SK Kaufbeuren";175;3;6;0;43893;398,7;24;54,68
"SK Kempten";166;0;10;0;68907;240,9;10;14,51
"SK Landshut";413;4;9;0;72404;570,41;26;35,91
"SK Memmingen";128;1;0;0;43837;291,99;9;20,53
"SK München";10174;171;223;0;1471508;691,4;670;45,53
"SK Nürnberg";1840;22;53;0;518365;354,96;157;30,29
"SK Passau";211;9;18;0;52469;402,14;20;38,12
"SK Regensburg";848;13;10;0;152610;555,66;49;32,11
"SK Rosenheim";692;2;23;0;63324;1092,79;27;42,64
"SK Schwabach";111;0;2;0;40792;272,11;2;4,9
"SK Schweinfurt";218;0;17;0;54032;403,46;2;3,7
"SK Straubing";486;2;48;0;47794;1016,86;3;6,28
"SK Weiden i.d.OPf.";384;2;20;0;42520;903,1;4;9,41
"SK Würzburg";702;26;52;0;127880;548,95;96;75,07
