"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";262;8;15;0;133596;196,11;33;24,7
"LK Altötting";514;16;21;1;111210;462,19;98;88,12
"LK Amberg-Sulzbach";375;20;20;0;103109;363,69;67;64,98
"LK Ansbach";408;2;6;1;183949;221,8;63;34,25
"LK Aschaffenburg";422;9;19;1;174208;242,24;62;35,59
"LK Augsburg";335;0;4;0;251534;133,18;25;9,94
"LK Bad Kissingen";206;7;7;0;103218;199,58;52;50,38
"LK Bad Tölz-Wolfratshausen";372;1;6;0;127227;292,39;32;25,15
"LK Bamberg";362;6;26;0;147086;246,11;30;20,4
"LK Bayreuth";340;5;7;0;103656;328,01;73;70,43
"LK Berchtesgadener Land";242;1;8;0;105722;228,9;42;39,73
"LK Cham";366;5;14;1;127882;286,2;16;12,51
"LK Coburg";153;2;2;0;86906;176,05;57;65,59
"LK Dachau";694;0;14;0;153884;450,99;78;50,69
"LK Deggendorf";217;5;9;2;119326;181,85;28;23,47
"LK Dillingen a.d.Donau";192;14;4;1;96021;199,96;83;86,44
"LK Dingolfing-Landau";168;3;2;0;96217;174,61;16;16,63
"LK Donau-Ries";283;6;17;0;133496;211,99;25;18,73
"LK Ebersberg";391;7;1;0;142142;275,08;43;30,25
"LK Eichstätt";222;10;10;1;132341;167,75;37;27,96
"LK Erding";534;6;7;0;137660;387,91;40;29,06
"LK Erlangen-Höchstadt";188;4;5;0;136271;137,96;18;13,21
"LK Forchheim";191;1;2;0;116099;164,51;23;19,81
"LK Freising";888;8;28;2;179116;495,77;65;36,29
"LK Freyung-Grafenau";152;4;8;0;78355;193,99;28;35,73
"LK Fürstenfeldbruck";702;4;22;0;219320;320,08;58;26,45
"LK Fürth";402;14;37;3;117387;342,46;27;23
"LK Garmisch-Partenkirchen";232;3;9;0;88467;262,24;24;27,13
"LK Günzburg";200;1;2;0;125747;159,05;31;24,65
"LK Haßberge";120;1;1;0;84599;141,85;19;22,46
"LK Hof";317;12;16;0;95311;332,6;61;64
"LK Kelheim";383;5;25;0;122258;313,27;46;37,63
"LK Kitzingen";91;2;1;0;90909;100,1;9;9,9
"LK Kronach";102;0;1;0;67135;151,93;11;16,38
"LK Kulmbach";173;5;6;0;71845;240,8;31;43,15
"LK Landsberg a.Lech";301;1;9;0;120071;250,69;21;17,49
"LK Landshut";593;18;22;0;158698;373,67;85;53,56
"LK Lichtenfels";171;5;1;0;66838;255,84;25;37,4
"LK Lindau";235;0;5;0;81669;287,75;18;22,04
"LK Main-Spessart";146;1;5;2;126365;115,54;15;11,87
"LK Miesbach";483;4;7;0;99726;484,33;25;25,07
"LK Miltenberg";242;4;3;0;128756;187,95;18;13,98
"LK Mühldorf a.Inn";425;3;14;2;115250;368,76;76;65,94
"LK München";1139;14;20;0;348871;326,48;86;24,65
"LK Neu-Ulm";385;0;8;0;174200;221,01;75;43,05
"LK Neuburg-Schrobenhausen";214;1;9;0;96680;221,35;26;26,89
"LK Neumarkt i.d.OPf.";269;13;5;0;133561;201,41;68;50,91
"LK Neustadt a.d.Aisch-Bad Windsheim";174;0;7;0;100364;173,37;49;48,82
"LK Neustadt a.d.Waldnaab";648;20;31;3;94352;686,79;93;98,57
"LK Nürnberger Land";529;3;24;0;170365;310,51;81;47,54
"LK Oberallgäu";162;2;6;0;155362;104,27;10;6,44
"LK Ostallgäu";476;7;22;1;140316;339,23;68;48,46
"LK Passau";384;6;13;1;192043;199,96;46;23,95
"LK Pfaffenhofen a.d.Ilm";302;6;13;0;127151;237,51;23;18,09
"LK Regen";133;0;2;1;77656;171,27;11;14,17
"LK Regensburg";383;8;3;0;193572;197,86;38;19,63
"LK Rhön-Grabfeld";134;3;3;0;79690;168,15;26;32,63
"LK Rosenheim";1752;48;88;14;260983;671,31;254;97,32
"LK Roth";263;2;7;0;126958;207,16;17;13,39
"LK Rottal-Inn";670;11;36;1;120659;555,28;67;55,53
"LK Schwandorf";401;28;10;0;147189;272,44;58;39,41
"LK Schweinfurt";376;15;13;1;115106;326,66;49;42,57
"LK Starnberg";475;0;8;2;136092;349,03;28;20,57
"LK Straubing-Bogen";343;16;11;0;100649;340,79;54;53,65
