"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";451;0;20;0;133596;337,58;9;6,74
"LK Altötting";731;0;55;0;111210;657,31;24;21,58
"LK Amberg-Sulzbach";517;4;54;0;103109;501,41;4;3,88
"LK Ansbach";644;0;28;0;183949;350,1;9;4,89
"LK Aschaffenburg";641;0;42;0;174208;367,95;16;9,18
"LK Augsburg";599;0;11;0;251534;238,14;14;5,57
"LK Bad Kissingen";280;0;18;0;103218;271,27;2;1,94
"LK Bad Tölz-Wolfratshausen";599;0;10;0;127227;470,81;28;22,01
"LK Bamberg";459;6;36;0;147086;312,06;9;6,12
"LK Bayreuth";441;0;28;0;103656;425,45;1;0,96
"LK Berchtesgadener Land";393;0;25;0;105722;371,73;1;0,95
"LK Cham";475;2;21;0;127882;371,44;5;3,91
"LK Coburg";430;0;30;0;86906;494,79;4;4,6
"LK Dachau";1147;3;34;0;153884;745,37;32;20,79
"LK Deggendorf";413;5;15;0;119326;346,11;15;12,57
"LK Dillingen a.d.Donau";351;6;29;0;96021;365,55;18;18,75
"LK Dingolfing-Landau";866;0;10;0;96217;900,05;11;11,43
"LK Donau-Ries";414;0;23;0;133496;310,12;12;8,99
"LK Ebersberg";663;2;5;0;142142;466,43;23;16,18
"LK Eichstätt";392;3;20;0;132341;296,2;25;18,89
"LK Erding";797;0;11;0;137660;578,96;17;12,35
"LK Erlangen-Höchstadt";341;1;11;0;136271;250,24;19;13,94
"LK Forchheim";270;2;4;0;116099;232,56;13;11,2
"LK Freising";1167;0;46;0;179116;651,53;36;20,1
"LK Freyung-Grafenau";205;0;12;0;78355;261,63;3;3,83
"LK Fürstenfeldbruck";1101;0;36;0;219320;502,01;14;6,38
"LK Fürth";543;0;58;0;117387;462,57;11;9,37
"LK Garmisch-Partenkirchen";342;5;18;0;88467;386,58;12;13,56
"LK Günzburg";335;0;4;0;125747;266,41;27;21,47
"LK Haßberge";187;1;6;0;84599;221,04;5;5,91
"LK Hof";510;3;32;0;95311;535,09;8;8,39
"LK Kelheim";614;0;35;0;122258;502,22;19;15,54
"LK Kitzingen";232;0;4;0;90909;255,2;7;7,7
"LK Kronach";180;1;3;0;67135;268,12;2;2,98
"LK Kulmbach";258;0;11;0;71845;359,11;0;0
"LK Landsberg a.Lech";435;0;10;0;120071;362,29;19;15,82
"LK Landshut";812;6;31;0;158698;511,66;21;13,23
"LK Lichtenfels";339;1;17;0;66838;507,2;3;4,49
"LK Lindau";274;3;8;0;81669;335,5;7;8,57
"LK Main-Spessart";190;0;6;0;126365;150,36;4;3,17
"LK Miesbach";673;1;11;0;99726;674,85;9;9,02
"LK Miltenberg";372;2;5;0;128756;288,92;13;10,1
"LK Mühldorf a.Inn";606;5;27;0;115250;525,81;27;23,43
"LK München";1772;18;96;0;348871;507,92;70;20,06
"LK Neu-Ulm";614;7;26;0;174200;352,47;30;17,22
"LK Neuburg-Schrobenhausen";397;0;18;0;96680;410,63;16;16,55
"LK Neumarkt i.d.OPf.";484;0;17;0;133561;362,38;21;15,72
"LK Neustadt a.d.Aisch-Bad Windsheim";273;0;6;0;100364;272,01;1;1
"LK Neustadt a.d.Waldnaab";861;0;73;0;94352;912,54;6;6,36
"LK Nürnberger Land";719;3;44;0;170365;422,04;11;6,46
"LK Oberallgäu";235;0;7;0;155362;151,26;1;0,64
"LK Ostallgäu";604;2;39;0;140316;430,46;20;14,25
"LK Passau";692;6;31;0;192043;360,34;20;10,41
"LK Pfaffenhofen a.d.Ilm";452;7;21;0;127151;355,48;20;15,73
"LK Regen";216;3;12;0;77656;278,15;5;6,44
"LK Regensburg";619;0;16;0;193572;319,78;29;14,98
"LK Rhön-Grabfeld";216;0;8;0;79690;271,05;4;5,02
"LK Rosenheim";2457;10;199;0;260983;941,44;36;13,79
"LK Roth";333;0;7;0;126958;262,29;7;5,51
"LK Rottal-Inn";799;0;50;0;120659;662,2;7;5,8
"LK Schwandorf";568;5;20;0;147189;385,9;11;7,47
"LK Schweinfurt";590;0;25;0;115106;512,57;15;13,03
"LK Starnberg";695;5;13;0;136092;510,68;20;14,7
"LK Straubing-Bogen";593;4;29;0;100649;589,18;9;8,94
"LK Tirschenreuth";1157;0;138;0;72504;1595,77;7;9,65
"LK Traunstein";1400;0;88;0;177089;790,56;21;11,86
"LK Unterallgäu";334;0;14;0;144041;231,88;11;7,64
"LK Weilheim-Schongau";408;0;3;0;135348;301,45;15;11,08
"LK Weißenburg-Gunzenhausen";422;0;25;0;94393;447,07;28;29,66
"LK Wunsiedel i.Fichtelgebirge";691;2;41;0;73178;944,27;8;10,93
"LK Würzburg";500;0;7;0;161834;308,96;15;9,27
"SK Amberg";104;0;4;0;41970;247,8;2;4,77
"SK Ansbach";171;0;8;0;41847;408,63;9;21,51
"SK Aschaffenburg";156;0;1;0;70527;221,19;5;7,09
"SK Augsburg";832;0;16;0;295135;281,9;73;24,73
"SK Bamberg";229;3;22;0;77592;295,13;6;7,73
"SK Bayreuth";231;2;11;0;74657;309,42;4;5,36
"SK Coburg";135;2;4;0;41249;327,28;3;7,27
"SK Erlangen";327;4;11;0;111962;292,06;14;12,5
"SK Fürth";501;0;38;0;127748;392,18;16;12,52
"SK Hof";164;0;4;0;45930;357,07;7;15,24
"SK Ingolstadt";713;0;38;0;136981;520,51;26;18,98
"SK Kaufbeuren";138;3;5;0;43893;314,4;7;15,95
"SK Kempten";151;0;10;0;68907;219,14;8;11,61
"SK Landshut";381;10;9;0;72404;526,21;39;53,86
"SK Memmingen";103;6;0;0;43837;234,96;20;45,62
"SK München";9252;106;223;0;1471508;628,74;551;37,44
"SK Nürnberg";1573;0;53;0;518365;303,45;89;17,17
"SK Passau";188;2;18;0;52469;358,31;12;22,87
"SK Regensburg";782;0;10;0;152610;512,42;11;7,21
"SK Rosenheim";648;9;23;0;63324;1023,31;28;44,22
"SK Schwabach";102;0;2;0;40792;250,05;4;9,81
"SK Schweinfurt";212;0;17;0;54032;392,36;6;11,1
"SK Straubing";486;3;48;0;47794;1016,86;8;16,74
"SK Weiden i.d.OPf.";370;0;20;0;42520;870,18;14;32,93
"SK Würzburg";544;0;52;0;127880;425,4;19;14,86
