"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11275;10485;1;519;22280
"'10-19";20743;20431;4;650;41828
"20-29";35735;33437;4;1231;70407
"30-39";30119;28651;8;1146;59924
"40-49";28130;30962;4;1048;60144
"50-59";33853;35029;6;822;69710
"60-69";17888;16719;3;383;34993
"70-79";12214;13213;6;256;25689
"80-89";9720;17733;18;311;27782
"90-99";1885;6567;5;106;8563
"100+";47;153;0;6;206
"Unbekannt";119;123;0;49;291
"Gesamt";201728;213503;59;6527;421817
