"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";245;0;12;0;133596;183,39;30;22,46
"LK Altötting";468;44;16;1;111210;420,83;96;86,32
"LK Amberg-Sulzbach";341;7;18;6;103109;330,72;64;62,07
"LK Ansbach";382;13;5;0;183949;207,67;66;35,88
"LK Aschaffenburg";398;24;17;0;174208;228,46;90;51,66
"LK Augsburg";325;3;4;1;251534;129,21;30;11,93
"LK Bad Kissingen";195;6;7;0;103218;188,92;44;42,63
"LK Bad Tölz-Wolfratshausen";356;7;6;0;127227;279,81;43;33,8
"LK Bamberg";353;0;22;0;147086;240;31;21,08
"LK Bayreuth";313;8;6;0;103656;301,96;65;62,71
"LK Berchtesgadener Land";221;9;6;3;105722;209,04;33;31,21
"LK Cham";357;9;13;2;127882;279,16;20;15,64
"LK Coburg";145;6;1;0;86906;166,85;49;56,38
"LK Dachau";675;49;14;1;153884;438,64;118;76,68
"LK Deggendorf";209;6;6;0;119326;175,15;36;30,17
"LK Dillingen a.d.Donau";174;8;3;0;96021;181,21;72;74,98
"LK Dingolfing-Landau";160;1;2;1;96217;166,29;15;15,59
"LK Donau-Ries";275;11;17;1;133496;206;23;17,23
"LK Ebersberg";380;19;1;0;142142;267,34;57;40,1
"LK Eichstätt";204;10;8;1;132341;154,15;41;30,98
"LK Erding";525;15;7;1;137660;381,37;61;44,31
"LK Erlangen-Höchstadt";186;-9;5;0;136271;136,49;26;19,08
"LK Forchheim";187;10;2;0;116099;161,07;27;23,26
"LK Freising";865;3;26;1;179116;482,93;108;60,3
"LK Freyung-Grafenau";142;2;8;1;78355;181,23;25;31,91
"LK Fürstenfeldbruck";678;6;21;1;219320;309,14;73;33,28
"LK Fürth";379;11;30;0;117387;322,86;32;27,26
"LK Garmisch-Partenkirchen";221;3;9;2;88467;249,81;20;22,61
"LK Günzburg";191;6;2;0;125747;151,89;41;32,61
"LK Haßberge";115;6;1;0;84599;135,94;18;21,28
"LK Hof";300;15;15;0;95311;314,76;52;54,56
"LK Kelheim";370;8;25;1;122258;302,64;56;45,8
"LK Kitzingen";87;3;0;0;90909;95,7;10;11
"LK Kronach";95;2;1;0;67135;141,51;18;26,81
"LK Kulmbach";165;1;6;0;71845;229,66;30;41,76
"LK Landsberg a.Lech";296;6;9;1;120071;246,52;26;21,65
"LK Landshut";565;18;22;0;158698;356,02;85;53,56
"LK Lichtenfels";162;0;1;0;66838;242,38;20;29,92
"LK Lindau";233;7;5;0;81669;285,3;29;35,51
"LK Main-Spessart";141;1;3;0;126365;111,58;22;17,41
"LK Miesbach";474;5;7;1;99726;475,3;35;35,1
"LK Miltenberg";237;7;3;0;128756;184,07;37;28,74
"LK Mühldorf a.Inn";415;24;12;0;115250;360,09;79;68,55
"LK München";1107;25;20;0;348871;317,31;115;32,96
"LK Neu-Ulm";345;0;7;0;174200;198,05;48;27,55
"LK Neuburg-Schrobenhausen";201;1;8;0;96680;207,9;41;42,41
"LK Neumarkt i.d.OPf.";239;0;4;0;133561;178,94;61;45,67
"LK Neustadt a.d.Aisch-Bad Windsheim";164;9;4;1;100364;163,41;51;50,82
"LK Neustadt a.d.Waldnaab";612;25;23;0;94352;648,63;86;91,15
"LK Nürnberger Land";516;9;22;1;170365;302,88;99;58,11
"LK Oberallgäu";159;6;5;1;155362;102,34;12;7,72
"LK Ostallgäu";456;6;21;0;140316;324,98;87;62
"LK Passau";369;13;12;1;192043;192,14;58;30,2
"LK Pfaffenhofen a.d.Ilm";294;4;13;0;127151;231,22;46;36,18
"LK Regen";130;5;1;0;77656;167,4;22;28,33
"LK Regensburg";368;8;3;0;193572;190,11;41;21,18
"LK Rhön-Grabfeld";131;2;2;0;79690;164,39;34;42,67
"LK Rosenheim";1645;36;63;6;260983;630,31;278;106,52
"LK Roth";259;6;6;0;126958;204;27;21,27
"LK Rottal-Inn";657;3;34;0;120659;544,51;90;74,59
"LK Schwandorf";365;12;10;0;147189;247,98;31;21,06
"LK Schweinfurt";355;4;11;2;115106;308,41;74;64,29
"LK Starnberg";463;2;5;0;136092;340,21;45;33,07
"LK Straubing-Bogen";304;5;11;0;100649;302,04;36;35,77
"LK Tirschenreuth";1021;19;81;10;72504;1408,2;118;162,75
"LK Traunstein";794;23;26;8;177089;448,36;187;105,6
"LK Unterallgäu";239;4;6;1;144041;165,92;26;18,05
"LK Weilheim-Schongau";326;1;1;0;135348;240,86;20;14,78
"LK Weißenburg-Gunzenhausen";252;3;7;0;94393;266,97;66;69,92
"LK Wunsiedel i.Fichtelgebirge";535;0;22;0;73178;731,09;46;62,86
"LK Würzburg";370;9;3;1;161834;228,63;51;31,51
"SK Amberg";58;2;2;0;41970;138,19;13;30,97
"SK Ansbach";77;1;3;0;41847;184;9;21,51
"SK Aschaffenburg";96;4;1;0;70527;136,12;9;12,76
"SK Augsburg";307;11;8;1;295135;104,02;27;9,15
"SK Bamberg";151;2;6;0;77592;194,61;28;36,09
"SK Bayreuth";154;3;4;0;74657;206,28;23;30,81
"SK Coburg";42;2;0;0;41249;101,82;7;16,97
"SK Erlangen";190;17;1;0;111962;169,7;36;32,15
"SK Fürth";242;4;18;3;127748;189,44;25;19,57
"SK Hof";89;3;1;0;45930;193,77;23;50,08
"SK Ingolstadt";327;2;11;2;136981;238,72;61;44,53
"SK Kaufbeuren";83;1;3;0;43893;189,1;14;31,9
"SK Kempten";94;4;5;0;68907;136,42;28;40,63
"SK Landshut";238;12;5;0;72404;328,71;36;49,72
"SK Memmingen";45;0;0;0;43837;102,65;5;11,41
"SK München";4797;69;53;3;1471508;325,99;545;37,04
"SK Nürnberg";747;24;14;2;518365;144,11;168;32,41
"SK Passau";114;2;13;3;52469;217,27;18;34,31
"SK Regensburg";363;6;3;0;152610;237,86;35;22,93
"SK Rosenheim";301;2;10;0;63324;475,33;62;97,91
"SK Schwabach";70;2;1;1;40792;171,6;7;17,16
"SK Schweinfurt";127;2;13;1;54032;235,05;25;46,27
"SK Straubing";268;33;14;1;47794;560,74;67;140,18
"SK Weiden i.d.OPf.";225;15;5;0;42520;529,16;45;105,83
"SK Würzburg";437;6;41;0;127880;341,73;55;43,01
