"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";8524;7912;0;378;16814
"'10-19";16139;15580;0;476;32195
"20-29";27048;24755;2;896;52701
"30-39";22267;21064;3;846;44180
"40-49";20799;22740;3;751;44293
"50-59";24908;25402;3;594;50907
"60-69";12783;11901;3;252;24939
"70-79";8702;9336;0;148;18186
"80-89";6510;11772;3;122;18407
"90-99";1287;4242;0;37;5566
"100+";30;105;0;6;141
"Unbekannt";121;127;0;47;295
"Gesamt";149118;154936;17;4553;308624
