"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";631;596;7;1234
"'10-19";1278;1476;9;2763
"20-29";3514;3529;33;7076
"30-39";3079;3130;19;6228
"40-49";3102;3806;12;6920
"50-59";4221;4778;3;9002
"60-69";2508;2146;4;4658
"70-79";2052;1959;3;4014
"80-89";1508;2404;2;3914
"90-99";244;797;2;1043
"100+";2;16;0;18
"Unbekannt";7;8;0;15
"Gesamt";22146;24645;94;46885
