"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10411;9650;1;484;20546
"'10-19";19492;19157;3;587;39239
"20-29";33381;31161;6;1157;65705
"30-39";27937;26723;8;1096;55764
"40-49";26014;28778;6;990;55788
"50-59";31301;32453;6;733;64493
"60-69";16526;15405;4;339;32274
"70-79";11377;12214;7;230;23828
"80-89";9010;16549;19;247;25825
"90-99";1764;6163;5;92;8024
"100+";43;149;0;8;200
"Unbekannt";117;124;0;47;288
"Gesamt";187373;198526;65;6010;391974
