"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22412;20766;1;722;43901
"'10-19";35574;34184;5;895;70658
"20-29";56220;51246;4;1465;108935
"30-39";48650;45547;5;1366;95568
"40-49";45431;47716;4;1239;94390
"50-59";52953;51710;6;971;105640
"60-69";26859;25055;2;428;52344
"70-79";16470;17666;2;261;34399
"80-89";11684;20791;12;289;32776
"90-99";2151;7347;2;86;9586
"100+";22;151;0;4;177
"Unbekannt";22;22;0;6;50
"Gesamt";318448;322201;43;7732;648424
