"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";20838;19271;1;804;40914
"'10-19";33544;32278;5;971;66798
"20-29";53846;49138;5;1591;104580
"30-39";46591;43584;9;1448;91632
"40-49";43635;45881;7;1337;90860
"50-59";51237;50088;7;1067;102399
"60-69";26095;24337;3;465;50900
"70-79";16135;17305;6;291;33737
"80-89";11530;20455;18;329;32332
"90-99";2126;7241;5;110;9482
"100+";25;154;0;6;185
"Unbekannt";31;37;0;11;79
"Gesamt";305633;309769;66;8430;623898
