"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21837;20286;2;836;42961
"'10-19";34828;33446;7;987;69268
"20-29";55392;50493;5;1587;107477
"30-39";47983;44913;9;1467;94372
"40-49";44878;47116;6;1336;93336
"50-59";52487;51259;7;1070;104823
"60-69";26620;24849;3;463;51935
"70-79";16392;17559;6;292;34249
"80-89";11639;20691;18;326;32674
"90-99";2142;7315;5;108;9570
"100+";24;151;0;5;180
"Unbekannt";28;29;0;9;66
"Gesamt";314250;318107;68;8486;NA
