"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21681;20104;2;831;42618
"'10-19";34607;33256;7;991;68861
"20-29";55132;50255;5;1596;106988
"30-39";47739;44699;9;1470;93917
"40-49";44684;46934;7;1347;92972
"50-59";52306;51073;7;1077;104463
"60-69";26533;24777;3;468;51781
"70-79";16366;17523;6;296;34191
"80-89";11626;20670;18;326;32640
"90-99";2140;7303;5;109;9557
"100+";24;152;0;5;181
"Unbekannt";32;31;0;10;73
"Gesamt";312870;316777;69;8526;NA
