"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22388;20741;1;726;43856
"'10-19";35523;34129;5;896;70553
"20-29";56126;51172;4;1465;108767
"30-39";48587;45514;5;1367;95473
"40-49";45393;47670;4;1242;94309
"50-59";52930;51678;6;971;105585
"60-69";26847;25039;2;429;52317
"70-79";16469;17657;2;261;34389
"80-89";11683;20789;12;289;32773
"90-99";2149;7345;2;86;9582
"100+";24;153;0;4;181
"Unbekannt";22;22;0;6;50
"Gesamt";318141;321909;43;7742;647835
