"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3142;8;65;2;134655;2333,37;81;60,15
"LK Altötting";3275;25;130;1;111516;2936,8;167;149,75
"LK Amberg-Sulzbach";2559;10;100;0;103049;2483,28;71;68,9
"LK Ansbach";3975;32;91;1;184591;2153,41;253;137,06
"LK Aschaffenburg";4806;42;142;2;174200;2758,9;266;152,7
"LK Augsburg";7026;0;113;0;253468;2771,95;383;151,1
"LK Bad Kissingen";1886;32;69;0;103235;1826,9;99;95,9
"LK Bad Tölz-Wolfratshausen";2983;35;37;0;127917;2331,98;157;122,74
"LK Bamberg";3084;12;88;0;147163;2095,64;185;125,71
"LK Bayreuth";2564;13;70;1;103664;2473,38;215;207,4
"LK Berchtesgadener Land";3486;49;74;1;105929;3290,88;257;242,62
"LK Cham";3046;19;80;8;127998;2379,72;197;153,91
"LK Coburg";2879;14;111;0;86747;3318,85;179;206,35
"LK Dachau";5179;27;83;0;154899;3343,47;244;157,52
"LK Deggendorf";3573;22;85;0;119478;2990,51;208;174,09
"LK Dillingen a.d.Donau";2249;13;91;0;96562;2329,07;124;128,41
"LK Dingolfing-Landau";2918;4;66;0;96683;3018,11;124;128,25
"LK Donau-Ries";3309;44;101;7;133783;2473,41;266;198,83
"LK Ebersberg";4184;0;87;0;143649;2912,66;255;177,52
"LK Eichstätt";2981;29;52;0;132881;2243,36;161;121,16
"LK Erding";4563;0;60;0;138182;3302,17;195;141,12
"LK Erlangen-Höchstadt";3140;19;90;0;137262;2287,6;213;155,18
"LK Forchheim";2767;14;74;2;116203;2381,18;189;162,65
"LK Freising";4941;24;80;0;180007;2744,89;291;161,66
"LK Freyung-Grafenau";2990;39;77;0;78362;3815,62;136;173,55
"LK Fürstenfeldbruck";6291;35;97;0;219311;2868,53;216;98,49
"LK Fürth";3272;16;133;0;117853;2776,34;172;145,94
"LK Garmisch-Partenkirchen";2134;12;54;0;88424;2413,37;114;128,92
"LK Günzburg";4007;38;76;0;127027;3154,45;151;118,87
"LK Haßberge";2166;11;53;0;84384;2566,84;106;125,62
"LK Hof";2793;8;90;1;94801;2946,17;168;177,21
"LK Kelheim";2812;47;63;0;123058;2285,1;160;130,02
"LK Kitzingen";1681;34;45;1;91155;1844,11;125;137,13
"LK Kronach";1883;16;38;0;66743;2821,27;155;232,23
"LK Kulmbach";1803;16;64;1;71566;2519,35;147;205,4
"LK Landsberg a.Lech";2595;12;35;0;120302;2157,07;98;81,46
"LK Landshut";4511;31;125;1;159895;2821,23;240;150,1
"LK Lichtenfels";1836;31;44;1;66776;2749,49;162;242,6
"LK Lindau";2019;22;40;0;81981;2462,77;102;124,42
"LK Main-Spessart";2819;8;174;0;126158;2234,5;89;70,55
"LK Miesbach";2839;9;29;0;100010;2838,72;140;139,99
"LK Miltenberg";3323;26;68;0;128743;2581,11;185;143,7
"LK Mühldorf a.Inn";3782;23;90;0;115872;3263,95;178;153,62
"LK München";9899;3;154;0;350473;2824,47;412;117,56
"LK Neu-Ulm";4243;41;80;0;175204;2421,75;173;98,74
"LK Neuburg-Schrobenhausen";2465;0;57;0;97303;2533,32;115;118,19
"LK Neumarkt i.d.OPf.";3540;7;85;0;134573;2630,54;161;119,64
"LK Neustadt a.d.Aisch-Bad Windsheim";2139;11;45;0;101014;2117,53;141;139,58
"LK Neustadt a.d.Waldnaab";3129;8;111;0;94450;3312,86;95;100,58
"LK Nürnberger Land";4202;18;128;0;170792;2460,3;148;86,66
"LK Oberallgäu";3195;25;46;0;156008;2047,97;172;110,25
"LK Ostallgäu";3526;0;86;0;141182;2497,49;122;86,41
"LK Passau";8249;90;182;2;192656;4281,72;436;226,31
"LK Pfaffenhofen a.d.Ilm";3463;15;129;1;128227;2700,68;181;141,16
"LK Regen";3518;29;108;1;77410;4544,63;201;259,66
"LK Regensburg";4309;14;63;0;194070;2220,33;176;90,69
"LK Rhön-Grabfeld";1766;3;44;0;79635;2217,62;100;125,57
"LK Rosenheim";9509;24;372;0;261330;3638,69;422;161,48
"LK Roth";3551;16;94;0;126749;2801,6;258;203,55
"LK Rottal-Inn";4402;24;109;0;121502;3622,99;278;228,8
"LK Schwandorf";3877;17;92;1;147872;2621,86;133;89,94
