"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";7279;6701;0;324;14304
"'10-19";14128;13534;0;412;28074
"20-29";23695;21551;2;747;45995
"30-39";19293;17982;2;695;37972
"40-49";18082;19408;3;623;38116
"50-59";21327;21428;2;451;43208
"60-69";10875;9997;3;198;21073
"70-79";7358;7705;0;118;15181
"80-89";5282;9466;1;81;14830
"90-99";1010;3401;0;29;4440
"100+";23;87;0;4;114
"Unbekannt";93;85;0;38;216
"Gesamt";128445;131345;13;3720;263523
