"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";8105;7492;0;362;15959
"'10-19";15512;14923;0;459;30894
"20-29";25914;23631;2;830;50377
"30-39";21248;19986;2;800;42036
"40-49";19868;21551;3;709;42131
"50-59";23663;23967;3;544;48177
"60-69";12071;11207;3;226;23507
"70-79";8251;8751;0;131;17133
"80-89";6090;10962;1;110;17163
"90-99";1185;3921;0;34;5140
"100+";24;100;0;4;128
"Unbekannt";113;101;0;40;254
"Gesamt";142044;146592;14;4249;292899
