"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";537;520;16;1073
"'10-19";1179;1377;11;2567
"20-29";3087;3260;41;6388
"30-39";2813;2889;24;5726
"40-49";2914;3552;18;6484
"50-59";3995;4461;11;8467
"60-69";2341;2027;11;4379
"70-79";1921;1817;6;3744
"80-89";1397;2203;0;3600
"90-99";219;714;3;936
"100+";0;15;1;16
"Unbekannt";11;14;2;27
"Gesamt";20414;22849;144;43407
