"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22224;20623;1;793;43641
"'10-19";35352;33949;6;955;70262
"20-29";55889;51002;4;1544;108439
"30-39";48412;45363;7;1426;95208
"40-49";45266;47539;4;1293;94102
"50-59";52814;51551;6;1039;105410
"60-69";26802;25003;2;445;52252
"70-79";16449;17645;2;270;34366
"80-89";11673;20772;12;300;32757
"90-99";2150;7345;2;89;9586
"100+";24;153;0;4;181
"Unbekannt";24;23;0;8;55
"Gesamt";317079;320968;46;8166;646259
