"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1230;1137;38;2405
"'10-19";2603;2536;33;5172
"20-29";5648;5225;68;10941
"30-39";4392;4260;63;8715
"40-49";4192;4917;41;9150
"50-59";5038;5471;22;10531
"60-69";2796;2417;8;5221
"70-79";2197;2088;4;4289
"80-89";1584;2550;1;4135
"90-99";256;838;0;1094
"100+";2;15;0;17
"Unbekannt";5;10;4;19
"Gesamt";29943;31464;282;61689
