"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";19216;17749;1;754;37720
"'10-19";31439;30368;5;920;62732
"20-29";51018;46763;5;1526;99312
"30-39";44241;41329;8;1400;86978
"40-49";41293;43599;6;1302;86200
"50-59";48603;47831;7;1032;97473
"60-69";24895;23227;3;454;48579
"70-79";15653;16753;6;293;32705
"80-89";11313;20100;18;328;31759
"90-99";2091;7149;5;107;9352
"100+";26;148;0;5;179
"Unbekannt";25;27;0;27;79
"Gesamt";289813;295043;64;8148;593068
