"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";663;625;1;1289
"'10-19";1337;1513;2;2852
"20-29";3663;3627;14;7304
"30-39";3214;3192;9;6415
"40-49";3160;3855;5;7020
"50-59";4294;4838;2;9134
"60-69";2534;2190;0;4724
"70-79";2061;1980;1;4042
"80-89";1519;2449;0;3968
"90-99";247;811;1;1059
"100+";2;14;0;16
"Unbekannt";6;2;0;8
"Gesamt";22700;25096;35;47831
